relpath,module,status,has_status,importance,difficulty,syllabus_code,n_source_extracts,body_lines,has_teaching_section,n_aliases,inbound_refs
03-知识点/化学原理/溶度积.md,化学原理,已填充,是,4,3,7,1,98,是,0,172
03-知识点/化学原理/溶液.md,化学原理,已填充,是,4,2,3,1,90,是,0,54
03-知识点/化学原理/溶液依数性.md,化学原理,已填充,是,4,2,3,2,93,是,5,71
03-知识点/化学原理/溶液浓度.md,化学原理,已填充,是,4,2,3,2,159,是,3,103
03-知识点/化学原理/溶解度.md,化学原理,已填充,是,4,2,3,3,132,是,2,113
03-知识点/化学原理/滴定分析基本原理.md,化学原理,已填充,是,5,2,18,2,231,是,3,62
03-知识点/化学原理/热力学.md,化学原理,已填充,是,4,3,,4,26,是,2,170
03-知识点/化学原理/热力学循环.md,化学原理,已填充,是,3,4,,5,181,是,4,26
03-知识点/化学原理/热力学第一定律.md,化学原理,已填充,是,5,3,6,1,109,是,2,47
03-知识点/化学原理/热力学第二定律.md,化学原理,已填充,是,5,4,6,1,74,是,2,24
03-知识点/化学原理/热力学计算.md,化学原理,已填充,是,4,3,04; 06,1,437,是,3,35
03-知识点/化学原理/焓.md,化学原理,已填充,是,5,3,6,1,157,是,4,159
03-知识点/化学原理/焓变计算.md,化学原理,已填充,是,4,2,6,2,88,是,3,8
03-知识点/化学原理/熵.md,化学原理,已填充,是,5,3,6,2,177,是,2,149
03-知识点/化学原理/物料守恒.md,化学原理,已填充,是,4,2,06; 18,5,312,是,4,19
03-知识点/化学原理/状态函数与过程量.md,化学原理,已填充,是,3,3,6,2,68,是,4,5
03-知识点/化学原理/环烷烃.md,化学原理,已填充,是,3,2,,1,28,是,0,6
03-知识点/化学原理/理想气体.md,化学原理,已填充,是,4,2,2,2,266,是,3,194
03-知识点/化学原理/理想气体状态方程.md,化学原理,已填充,是,5,2,2,2,189,是,4,104
03-知识点/化学原理/电化学.md,化学原理,已填充,是,4,3,08,2,468,是,5,125
03-知识点/化学原理/电子亲合能.md,化学原理,已填充,是,3,3,9,2,301,是,3,26
03-知识点/化学原理/电子排布.md,化学原理,已填充,是,5,3,9,2,338,是,3,194
03-知识点/化学原理/电子排布规则.md,化学原理,已填充,是,4,2,9,5,86,是,4,8
03-知识点/化学原理/电极.md,化学原理,已填充,是,4,2,8,1,243,是,3,21
03-知识点/化学原理/电离能.md,化学原理,已填充,是,4,3,9,3,342,是,3,148
03-知识点/化学原理/电荷守恒.md,化学原理,已填充,是,4,2,06; 18,1,354,是,3,35
03-知识点/化学原理/电解池.md,化学原理,初稿,是,2,2,,1,37,是,0,38
03-知识点/化学原理/电解质溶液.md,化学原理,骨架,是,3,3,7,5,36,是,2,14
03-知识点/化学原理/电负性.md,化学原理,已填充,是,5,2,9,2,334,是,4,145
03-知识点/化学原理/疏水相互作用.md,化学原理,已填充,是,4,3,11,1,140,是,3,17
03-知识点/化学原理/盖斯定律.md,化学原理,已填充,是,4,2,6,1,131,是,2,127
03-知识点/化学原理/离域π键.md,化学原理,已填充,是,4,3,10,4,275,是,4,93
03-知识点/化学原理/离子方程式.md,化学原理,已填充,是,4,2,01,5,503,是,2,26
03-知识点/化学原理/离子键.md,化学原理,已填充,是,4,2,10,1,170,是,2,50
03-知识点/化学原理/稀土元素.md,化学原理,已填充,是,3,3,4; 决赛13,1,479,是,6,33
03-知识点/化学原理/稳定常数.md,化学原理,已填充,是,4,3,7; 决赛12,1,128,是,4,48
03-知识点/化学原理/等温方程.md,化学原理,已填充,是,4,2,6; 7,2,238,是,3,32
03-知识点/化学原理/等电子体.md,化学原理,已填充,是,3,2,10,1,178,是,2,52
03-知识点/化学原理/绿色化学.md,化学原理,待填充,是,1,1,,3,38,是,0,7
03-知识点/化学原理/缓冲溶液.md,化学原理,已填充,是,5,3,5,2,260,是,3,112
03-知识点/化学原理/胶体性质.md,化学原理,已填充,是,2,2,3,1,82,是,5,37
03-知识点/化学原理/能量密度.md,化学原理,已填充,是,2,2,6,4,74,是,3,0
03-知识点/化学原理/自发过程与热力学第二定律表述.md,化学原理,已填充,是,4,3,6,3,63,是,3,1
03-知识点/化学原理/范德华力.md,化学原理,已填充,是,4,2,11,2,146,是,2,53
03-知识点/化学原理/螯合效应.md,化学原理,已填充,是,3,3,12; 决赛12,5,149,是,2,17
03-知识点/化学原理/螯合物.md,化学原理,已填充,是,4,2,12; 决赛12,5,187,是,3,12
03-知识点/化学原理/解离常数.md,化学原理,已填充,是,5,2,7,2,269,是,5,10
03-知识点/化学原理/质子守恒.md,化学原理,骨架,是,3,2,5,1,41,是,1,16
03-知识点/化学原理/软硬酸碱理论.md,化学原理,已填充,是,4,3,5,2,268,是,3,77
03-知识点/化学原理/过渡元素颜色与配位行为.md,化学原理,已填充,是,4,4,13; 决赛10,1,266,是,3,57
03-知识点/化学原理/速率方程.md,化学原理,已填充,是,5,3,7; 决赛07,1,179,是,5,62
03-知识点/化学原理/配位键.md,化学原理,已填充,是,4,2,12; 决赛12,2,177,是,3,86
03-知识点/化学原理/配合反应.md,化学原理,已填充,是,3,2,12; 决赛12,2,161,是,3,33
03-知识点/化学原理/配合物.md,化学原理,已填充,是,5,4,12; 决赛12,1,249,是,4,348
03-知识点/化学原理/配合物几何构型.md,化学原理,已填充,是,4,3,12; 决赛12,1,155,是,2,41
03-知识点/化学原理/配合物命名.md,化学原理,已填充,是,3,2,,1,432,是,1,14
03-知识点/化学原理/配合物异构.md,化学原理,已填充,是,4,3,12; 决赛12,1,194,是,4,40
03-知识点/化学原理/配合物杂化轨道理论.md,化学原理,已填充,是,5,3,12; 决赛12,1,185,是,2,21
03-知识点/化学原理/酶动力学.md,化学原理,已填充,是,2,4,,1,158,是,3,11
03-知识点/化学原理/酶抑制.md,化学原理,待填充,是,2,3,,3,37,是,0,2
03-知识点/化学原理/酸碱反应.md,化学原理,已填充,是,4,2,05; 18,1,425,是,3,18
03-知识点/化学原理/酸碱平衡.md,化学原理,已填充,是,5,4,5,2,304,是,3,163
03-知识点/化学原理/酸碱平衡计算.md,化学原理,已填充,是,4,3,5,3,92,是,3,23
03-知识点/化学原理/酸碱强度.md,化学原理,已填充,是,4,3,,2,30,是,2,14
03-知识点/化学原理/酸碱理论.md,化学原理,已填充,是,5,3,5,1,359,是,7,157
03-知识点/化学原理/量子化学计算.md,化学原理,已填充,是,2,4,,1,30,是,0,2
03-知识点/化学原理/量子数.md,化学原理,已填充,是,5,2,9; 决赛01,2,263,是,3,72
03-知识点/化学原理/量热法.md,化学原理,已填充,是,3,2,6,2,88,是,4,1
03-知识点/化学原理/金属键.md,化学原理,已填充,是,4,2,10,1,172,是,3,41
03-知识点/化学原理/钻穿效应与屏蔽效应.md,化学原理,已填充,是,5,3,9,1,129,是,8,29
03-知识点/化学原理/键参数.md,化学原理,已填充,是,4,2,,1,318,是,2,1
03-知识点/化学原理/键的极性.md,化学原理,已填充,是,3,2,10,5,167,是,3,25
03-知识点/化学原理/键级.md,化学原理,已填充,是,4,3,10,1,184,是,1,36
03-知识点/化学原理/键能.md,化学原理,已填充,是,4,2,10,1,182,是,3,57
03-知识点/化学原理/键角.md,化学原理,已填充,是,4,2,10,2,166,是,2,22
03-知识点/化学原理/键长.md,化学原理,已填充,是,3,2,10,1,199,是,1,22
03-知识点/化学原理/零点能.md,化学原理,已填充,是,2,3,,2,159,是,3,7
03-知识点/化学原理/非理想气体.md,化学原理,初稿,是,3,3,,5,38,是,0,3
03-知识点/化学原理/顺磁性.md,化学原理,初稿,是,3,3,,5,37,是,0,8
03-知识点/化学原理/高自旋与低自旋.md,化学原理,已填充,是,5,3,12; 决赛12,1,609,是,4,38
03-知识点/无机和结构化学/18电子规则.md,无机和结构化学,已填充,是,4,3,,2,374,是,5,115
03-知识点/无机和结构化学/8电子规则.md,无机和结构化学,已填充,是,4,2,10,5,365,是,3,18
03-知识点/无机和结构化学/Born-Haber循环.md,无机和结构化学,已填充,是,4,3,,1,40,是,0,17
03-知识点/无机和结构化学/Bragg方程.md,无机和结构化学,已填充,是,4,2,15; 16; 17,2,133,是,2,41
03-知识点/无机和结构化学/CO2固定.md,无机和结构化学,待填充,是,2,1,,1,44,是,0,10
03-知识点/无机和结构化学/CaF2型结构.md,无机和结构化学,已填充,是,4,3,17,1,91,是,3,19
03-知识点/无机和结构化学/CsCl型结构.md,无机和结构化学,已填充,是,4,2,17,1,139,是,1,22
03-知识点/无机和结构化学/EAN规则.md,无机和结构化学,初稿,是,3,2,,5,41,是,0,4
03-知识点/无机和结构化学/Feltham-Enemark记号.md,无机和结构化学,已填充,是,2,5,,1,400,是,4,8
03-知识点/无机和结构化学/MOF材料.md,无机和结构化学,待填充,是,2,1,,1,42,是,0,6
03-知识点/无机和结构化学/Marcus理论.md,无机和结构化学,待填充,是,2,1,,2,40,是,0,2
03-知识点/无机和结构化学/NO配位.md,无机和结构化学,已填充,是,3,4,,1,254,是,5,8
03-知识点/无机和结构化学/NaCl型结构.md,无机和结构化学,已填充,是,4,2,,4,40,是,0,29
03-知识点/无机和结构化学/NbO型结构.md,无机和结构化学,已填充,是,2,1,决赛04,1,65,是,3,11
03-知识点/无机和结构化学/NiAs型结构.md,无机和结构化学,已填充,是,3,3,17,1,227,是,3,14
03-知识点/无机和结构化学/Pauling规则.md,无机和结构化学,已填充,是,4,3,15,0,163,是,5,30
03-知识点/无机和结构化学/README.md,无机和结构化学,已填充,是,,,,0,31,否,0,4
03-知识点/无机和结构化学/SN2-Si机理.md,无机和结构化学,已填充,是,5,4,13; 36,1,185,是,3,16
03-知识点/无机和结构化学/Tanabe-Sugano图.md,无机和结构化学,已填充,是,5,5,11; 决赛10,1,211,是,5,28
03-知识点/无机和结构化学/λ符号体系.md,无机和结构化学,已填充,是,3,3,13,1,179,是,3,8
03-知识点/无机和结构化学/三价铬水解.md,无机和结构化学,已填充,是,4,3,13,1,50,是,2,7
03-知识点/无机和结构化学/主族元素化学.md,无机和结构化学,已填充,是,4,3,13; 14,2,309,是,3,85
03-知识点/无机和结构化学/主族元素性质总览.md,无机和结构化学,已填充,是,5,3,13,1,270,是,3,11
03-知识点/无机和结构化学/主族元素无机箭头推动法.md,无机和结构化学,已填充,是,5,4,13,2,190,是,3,14
03-知识点/无机和结构化学/二氧化硅结构.md,无机和结构化学,已填充,是,4,2,17,3,103,是,4,20
03-知识点/无机和结构化学/二维材料.md,无机和结构化学,已填充,是,3,4,,3,187,是,5,10
03-知识点/无机和结构化学/价态-氧化态-形式电荷.md,无机和结构化学,已填充,是,4,3,10; 13,3,225,是,3,34
03-知识点/无机和结构化学/体心立方堆积.md,无机和结构化学,已填充,是,4,2,16,5,143,是,2,15
03-知识点/无机和结构化学/储氢材料.md,无机和结构化学,初稿,是,2,2,,5,41,是,0,4
03-知识点/无机和结构化学/元素化学.md,无机和结构化学,已填充,是,5,4,,2,286,是,4,107
03-知识点/无机和结构化学/元素周期表分区.md,无机和结构化学,已填充,是,4,1,4,2,251,是,3,18
03-知识点/无机和结构化学/光谱化学序列.md,无机和结构化学,已填充,是,5,4,13,2,157,是,2,48
03-知识点/无机和结构化学/八面体场.md,无机和结构化学,已填充,是,4,2,,5,40,是,0,1
03-知识点/无机和结构化学/八面体配位.md,无机和结构化学,已填充,是,4,3,,5,304,是,3,20
03-知识点/无机和结构化学/六价铬.md,无机和结构化学,已填充,是,4,2,13,3,47,是,2,11
03-知识点/无机和结构化学/六方ZnS型结构.md,无机和结构化学,已填充,是,4,3,17,1,69,是,2,6
03-知识点/无机和结构化学/六方密堆积.md,无机和结构化学,已填充,是,5,3,16,5,91,是,2,24
03-知识点/无机和结构化学/共价半径.md,无机和结构化学,已填充,是,3,2,9,1,244,是,2,6
03-知识点/无机和结构化学/内层电子转移.md,无机和结构化学,待填充,是,3,2,,1,40,是,0,2
03-知识点/无机和结构化学/分子晶体.md,无机和结构化学,初稿,是,3,2,,1,41,是,0,44
03-知识点/无机和结构化学/分子的对称性判断.md,无机和结构化学,已填充,是,4,3,14,1,107,是,3,15
03-知识点/无机和结构化学/分数坐标.md,无机和结构化学,已填充,是,3,3,,5,203,是,3,22
03-知识点/无机和结构化学/化学键.md,无机和结构化学,已填充,是,5,2,10,3,332,是,8,475
03-知识点/无机和结构化学/单质制备方法.md,无机和结构化学,已填充,是,4,3,13,2,235,是,4,43
03-知识点/无机和结构化学/卤化氢前体.md,无机和结构化学,已填充,是,3,3,,1,189,是,4,8
03-知识点/无机和结构化学/卤素.md,无机和结构化学,已填充,是,5,3,13,3,252,是,6,127
03-知识点/无机和结构化学/卤素互化物.md,无机和结构化学,已填充,是,3,3,,1,430,是,2,14
03-知识点/无机和结构化学/卤素元素.md,无机和结构化学,已填充,是,4,3,决赛04,1,144,是,3,2
03-知识点/无机和结构化学/原子坐标参数.md,无机和结构化学,已填充,是,4,2,16,1,156,是,2,31
03-知识点/无机和结构化学/原子晶体.md,无机和结构化学,已填充,是,4,2,15,1,178,是,2,26
03-知识点/无机和结构化学/反式效应.md,无机和结构化学,已填充,是,4,4,,1,91,是,1,13
03-知识点/无机和结构化学/反萤石型结构.md,无机和结构化学,已填充,是,3,2,17,1,83,是,2,6
03-知识点/无机和结构化学/反轴.md,无机和结构化学,已填充,是,3,3,14,1,240,是,5,1
03-知识点/无机和结构化学/反钙钛矿.md,无机和结构化学,初稿,是,2,1,,3,43,是,0,4
03-知识点/无机和结构化学/填隙.md,无机和结构化学,已填充,是,5,3,16,1,242,是,4,23
03-知识点/无机和结构化学/外层电子转移.md,无机和结构化学,待填充,是,3,2,,1,40,是,0,2
03-知识点/无机和结构化学/多核簇.md,无机和结构化学,已填充,是,3,4,,1,192,是,5,20
03-知识点/无机和结构化学/多电子原子能级.md,无机和结构化学,已填充,是,5,4,9; 决赛01,1,270,是,3,21
03-知识点/无机和结构化学/多金属氧酸盐.md,无机和结构化学,已填充,是,4,4,13; 决赛10,1,152,是,6,21
03-知识点/无机和结构化学/天然冰结构.md,无机和结构化学,已填充,是,4,3,17,1,134,是,3,2
03-知识点/无机和结构化学/密堆积.md,无机和结构化学,已填充,是,5,3,,3,447,是,4,96
03-知识点/无机和结构化学/对称中心.md,无机和结构化学,已填充,是,3,2,14,5,105,是,3,9
03-知识点/无机和结构化学/对称元素.md,无机和结构化学,已填充,是,4,3,14,5,95,是,2,18
03-知识点/无机和结构化学/对称元素与对称操作.md,无机和结构化学,已填充,是,4,2,14,1,96,是,2,2
03-知识点/无机和结构化学/对称性与手性关系.md,无机和结构化学,已填充,是,4,3,14,1,106,是,3,2
03-知识点/无机和结构化学/对角线规则.md,无机和结构化学,已填充,是,3,2,4,1,243,是,3,38
03-知识点/无机和结构化学/小分子活化.md,无机和结构化学,已填充,是,4,5,,4,120,是,1,9
03-知识点/无机和结构化学/尖晶石.md,无机和结构化学,已填充,是,4,4,,1,91,是,2,23
03-知识点/无机和结构化学/层状结构.md,无机和结构化学,已填充,是,4,4,,1,115,是,3,18
03-知识点/无机和结构化学/屏蔽效应.md,无机和结构化学,已填充,是,5,3,9; 决赛01,1,201,是,4,41
03-知识点/无机和结构化学/干冰结构.md,无机和结构化学,已填充,是,3,2,17,2,67,是,3,5
03-知识点/无机和结构化学/归中反应.md,无机和结构化学,已填充,是,3,2,,5,181,是,5,11
03-知识点/无机和结构化学/惰性对效应.md,无机和结构化学,已填充,是,4,3,9; 13,5,179,是,3,37
03-知识点/无机和结构化学/抗磁性.md,无机和结构化学,已填充,是,3,2,13,5,108,是,3,15
03-知识点/无机和结构化学/方酸.md,无机和结构化学,已填充,是,4,4,15; 16; 17; 21,1,202,是,5,12
03-知识点/无机和结构化学/旋转轴.md,无机和结构化学,已填充,是,3,2,14,5,160,是,3,3
03-知识点/无机和结构化学/无机碱.md,无机和结构化学,已填充,是,3,2,13,1,165,是,2,5
03-知识点/无机和结构化学/无机酸.md,无机和结构化学,已填充,是,4,3,13,1,180,是,2,15
03-知识点/无机和结构化学/普鲁士蓝与滕氏蓝.md,无机和结构化学,已填充,是,4,4,8; 12; 17,2,163,是,5,10
03-知识点/无机和结构化学/晶体与非晶体.md,无机和结构化学,已填充,是,4,1,15,1,180,是,4,12
03-知识点/无机和结构化学/晶体基本概念.md,无机和结构化学,已填充,是,3,1,,4,253,是,0,35
03-知识点/无机和结构化学/晶体密度公式.md,无机和结构化学,已填充,是,4,2,,2,224,是,3,40
03-知识点/无机和结构化学/晶体对称性.md,无机和结构化学,已填充,是,4,3,,5,266,是,5,45
03-知识点/无机和结构化学/晶体结构.md,无机和结构化学,已填充,是,4,3,,4,43,是,1,280
03-知识点/无机和结构化学/晶体结构基础.md,无机和结构化学,已填充,是,5,4,决赛04,2,299,是,5,124
03-知识点/无机和结构化学/晶格常数.md,无机和结构化学,已填充,是,3,2,16,1,129,是,2,24
03-知识点/无机和结构化学/晶格能.md,无机和结构化学,已填充,是,4,3,16,1,122,是,3,94
03-知识点/无机和结构化学/晶系与对称性.md,无机和结构化学,已填充,是,4,2,10,3,47,是,2,11
03-知识点/无机和结构化学/晶胞.md,无机和结构化学,已填充,是,5,3,16,2,278,是,3,229
03-知识点/无机和结构化学/晶胞投影图分析.md,无机和结构化学,初稿,是,3,2,,3,42,是,0,31
03-知识点/无机和结构化学/有效核电荷.md,无机和结构化学,已填充,是,5,3,9,2,120,是,2,19
03-知识点/无机和结构化学/桥连配体.md,无机和结构化学,已填充,是,3,4,决赛03; 决赛12,5,121,是,3,6
03-知识点/无机和结构化学/氢.md,无机和结构化学,已填充,是,4,2,13,3,228,是,3,21
03-知识点/无机和结构化学/氢化物.md,无机和结构化学,已填充,是,3,2,13,1,187,是,4,34
03-知识点/无机和结构化学/氢和稀有气体.md,无机和结构化学,已填充,是,2,1,决赛04,1,197,是,6,42
03-知识点/无机和结构化学/氢氧化物.md,无机和结构化学,已填充,是,3,2,13,5,173,是,3,30
03-知识点/无机和结构化学/氧化加成与还原消除.md,无机和结构化学,已填充,是,5,4,12,1,225,是,5,27
03-知识点/无机和结构化学/氧化物.md,无机和结构化学,已填充,是,4,2,13,5,144,是,4,54
03-知识点/无机和结构化学/氧族元素.md,无机和结构化学,已填充,是,3,2,决赛04,6,213,是,4,113
03-知识点/无机和结构化学/氮族元素.md,无机和结构化学,已填充,是,5,4,13,3,258,是,6,105
03-知识点/无机和结构化学/氰化法.md,无机和结构化学,已填充,是,3,3,13,2,52,是,3,2
03-知识点/无机和结构化学/汞.md,无机和结构化学,已填充,是,4,2,13,3,117,是,3,48
03-知识点/无机和结构化学/混合价态.md,无机和结构化学,已填充,是,3,3,,5,168,是,0,9
03-知识点/无机和结构化学/溶剂极性.md,无机和结构化学,已填充,是,3,2,11,1,259,是,4,7
03-知识点/无机和结构化学/溶剂类型.md,无机和结构化学,已填充,是,3,1,11,1,312,是,4,11
03-知识点/无机和结构化学/点群初步.md,无机和结构化学,已填充,是,4,3,14,1,101,是,3,9
03-知识点/无机和结构化学/点阵与晶胞.md,无机和结构化学,已填充,是,4,2,10,1,50,是,2,29
03-知识点/无机和结构化学/点阵类型.md,无机和结构化学,已填充,是,4,3,16,5,277,是,3,8
03-知识点/无机和结构化学/焰色反应.md,无机和结构化学,已填充,是,3,2,,3,187,是,3,24
03-知识点/无机和结构化学/环戊二烯配合物.md,无机和结构化学,已填充,是,3,3,,5,273,是,8,12
03-知识点/无机和结构化学/电解冶金.md,无机和结构化学,已填充,是,3,3,,1,230,是,4,6
03-知识点/无机和结构化学/相对论效应.md,无机和结构化学,已填充,是,4,4,,5,229,是,2,10
03-知识点/无机和结构化学/石墨结构.md,无机和结构化学,已填充,是,5,3,17,5,130,是,2,18
03-知识点/无机和结构化学/砷.md,无机和结构化学,已填充,是,5,3,13,2,170,是,3,32
03-知识点/无机和结构化学/硅.md,无机和结构化学,已填充,是,4,3,13,6,129,是,3,27
03-知识点/无机和结构化学/硅基保护基.md,无机和结构化学,已填充,是,5,3,13; 36; 51,3,250,是,9,15
03-知识点/无机和结构化学/硅烷.md,无机和结构化学,待填充,是,2,1,,1,40,是,0,2
03-知识点/无机和结构化学/硒.md,无机和结构化学,已填充,是,3,3,,1,240,是,2,4
03-知识点/无机和结构化学/硼.md,无机和结构化学,已填充,是,5,3,13,3,122,是,3,10
03-知识点/无机和结构化学/硼化学.md,无机和结构化学,已填充,是,4,5,,4,146,是,3,44
03-知识点/无机和结构化学/硼族元素.md,无机和结构化学,已填充,是,4,3,13,3,262,是,6,62
03-知识点/无机和结构化学/硼的硫族化合物.md,无机和结构化学,已填充,是,3,3,13; 21,1,239,是,5,19
03-知识点/无机和结构化学/硼酸盐.md,无机和结构化学,已填充,是,4,3,,2,95,是,1,23
03-知识点/无机和结构化学/碱土金属.md,无机和结构化学,已填充,是,4,2,13,3,249,是,6,89
03-知识点/无机和结构化学/碱金属.md,无机和结构化学,已填充,是,4,2,13,1,230,是,6,91
03-知识点/无机和结构化学/碱金属和碱土金属.md,无机和结构化学,已填充,是,4,3,决赛04,1,131,是,4,1
03-知识点/无机和结构化学/碳族元素.md,无机和结构化学,已填充,是,4,3,13,3,229,是,6,71
03-知识点/无机和结构化学/碳族和硼族元素.md,无机和结构化学,已填充,是,3,2,决赛04,1,137,是,3,190
03-知识点/无机和结构化学/碳的同素异形体.md,无机和结构化学,已填充,是,4,3,,4,217,是,6,34
03-知识点/无机和结构化学/磁矩.md,无机和结构化学,已填充,是,4,4,,1,129,是,4,49
03-知识点/无机和结构化学/磷.md,无机和结构化学,已填充,是,5,3,13,6,131,是,5,35
03-知识点/无机和结构化学/磷化学.md,无机和结构化学,已填充,是,4,4,,2,149,是,2,50
03-知识点/无机和结构化学/离子半径.md,无机和结构化学,已填充,是,4,2,9,1,240,是,3,39
03-知识点/无机和结构化学/离子晶体.md,无机和结构化学,已填充,是,4,3,,1,42,是,0,134
03-知识点/无机和结构化学/离子极化.md,无机和结构化学,已填充,是,4,3,,1,204,是,4,72
03-知识点/无机和结构化学/稀有气体.md,无机和结构化学,已填充,是,3,3,13,3,141,是,7,20
03-知识点/无机和结构化学/稀有气体化合物.md,无机和结构化学,初稿,是,2,2,,5,42,是,0,59
03-知识点/无机和结构化学/立方ZnS型结构.md,无机和结构化学,已填充,是,5,3,17,1,119,是,3,25
03-知识点/无机和结构化学/立方密堆积.md,无机和结构化学,已填充,是,5,3,16,5,92,是,4,23
03-知识点/无机和结构化学/立方晶系.md,无机和结构化学,已填充,是,4,2,,5,229,是,5,17
03-知识点/无机和结构化学/等径球堆积.md,无机和结构化学,已填充,是,5,4,16; 17,1,240,是,5,109
03-知识点/无机和结构化学/等效点系.md,无机和结构化学,已填充,是,3,4,,1,214,是,4,14
03-知识点/无机和结构化学/等瓣相似.md,无机和结构化学,已填充,是,4,5,,1,133,是,2,19
03-知识点/无机和结构化学/等电子体原理.md,无机和结构化学,初稿,是,3,1,,5,43,是,0,4
03-知识点/无机和结构化学/简单立方堆积.md,无机和结构化学,已填充,是,3,2,16,5,101,是,3,8
03-知识点/无机和结构化学/缔合-离解过程.md,无机和结构化学,已填充,是,4,4,12; 13,1,177,是,6,5
03-知识点/无机和结构化学/群论基础与分子对称性.md,无机和结构化学,已填充,是,4,3,决赛04,1,77,是,4,24
03-知识点/无机和结构化学/能带理论.md,无机和结构化学,骨架,是,2,1,15,1,39,是,1,13
03-知识点/无机和结构化学/角重叠模型.md,无机和结构化学,已填充,是,4,5,,1,111,是,3,8
03-知识点/无机和结构化学/超氧化物与臭氧化物.md,无机和结构化学,已填充,是,3,3,,4,234,是,6,31
03-知识点/无机和结构化学/过渡元素.md,无机和结构化学,已填充,是,4,2,4,2,261,是,3,31
03-知识点/无机和结构化学/过渡金属羰基化合物.md,无机和结构化学,初稿,是,3,2,,2,41,是,0,1
03-知识点/无机和结构化学/配位化合物.md,无机和结构化学,初稿,是,5,2,,5,40,是,2,52
03-知识点/无机和结构化学/配位化学.md,无机和结构化学,已填充,是,5,4,决赛04,1,212,是,3,116
03-知识点/无机和结构化学/配位反应方程式.md,无机和结构化学,已填充,是,4,2,,1,235,是,4,6
03-知识点/无机和结构化学/配位数.md,无机和结构化学,已填充,是,5,2,15; 16,5,192,是,3,36
03-知识点/无机和结构化学/配体交换反应.md,无机和结构化学,已填充,是,4,4,12; 13,1,205,是,4,10
03-知识点/无机和结构化学/配体取代机理.md,无机和结构化学,初稿,是,3,2,,1,40,是,0,2
03-知识点/无机和结构化学/金.md,无机和结构化学,已填充,是,3,2,13,5,90,是,2,23
03-知识点/无机和结构化学/金刚石型结构.md,无机和结构化学,已填充,是,5,3,17,1,118,是,2,22
03-知识点/无机和结构化学/金化学.md,无机和结构化学,已填充,是,3,4,,2,218,是,3,38
03-知识点/无机和结构化学/金属-金属键.md,无机和结构化学,已填充,是,3,4,,5,249,是,4,13
03-知识点/无机和结构化学/金属多重键.md,无机和结构化学,已填充,是,5,4,13; 决赛10,2,204,是,9,43
03-知识点/无机和结构化学/金属晶体.md,无机和结构化学,已填充,是,3,2,15,1,201,是,1,65
03-知识点/无机和结构化学/金红石型结构.md,无机和结构化学,已填充,是,3,3,17,1,158,是,2,17
03-知识点/无机和结构化学/钒.md,无机和结构化学,已填充,是,3,2,13,3,115,是,2,49
03-知识点/无机和结构化学/钒的多酸.md,无机和结构化学,已填充,是,3,3,13,2,51,是,2,5
03-知识点/无机和结构化学/钙.md,无机和结构化学,已填充,是,5,2,13,3,130,是,3,2
03-知识点/无机和结构化学/钙钛矿.md,无机和结构化学,已填充,是,5,4,15; 16; 17,5,302,是,5,57
03-知识点/无机和结构化学/钙钛矿结构.md,无机和结构化学,已填充,是,4,4,17,1,61,是,2,13
03-知识点/无机和结构化学/钛.md,无机和结构化学,已填充,是,3,2,13,3,111,是,2,46
03-知识点/无机和结构化学/钛氧双键.md,无机和结构化学,已填充,是,3,3,13,1,50,是,2,5
03-知识点/无机和结构化学/钛铬锰铁钴镍铜锌基础元素化学.md,无机和结构化学,已填充,是,4,3,13,2,182,是,3,32
03-知识点/无机和结构化学/钠.md,无机和结构化学,已填充,是,5,2,13,4,130,是,3,2
03-知识点/无机和结构化学/钨.md,无机和结构化学,已填充,是,3,2,13,1,151,是,3,14
03-知识点/无机和结构化学/钪、钛、钒、铬、锰.md,无机和结构化学,已填充,是,3,2,决赛04,1,468,是,6,0
03-知识点/无机和结构化学/钪化学.md,无机和结构化学,已填充,是,3,3,,1,203,是,4,12
03-知识点/无机和结构化学/钪系、钛系、钒系.md,无机和结构化学,已填充,是,2,1,决赛04,1,126,是,3,1
03-知识点/无机和结构化学/钴.md,无机和结构化学,已填充,是,4,3,13,3,114,是,3,37
03-知识点/无机和结构化学/钼.md,无机和结构化学,已填充,是,3,2,13,1,87,是,2,19
03-知识点/无机和结构化学/铁.md,无机和结构化学,已填充,是,5,3,13,3,152,是,3,71
03-知识点/无机和结构化学/铁系元素化学.md,无机和结构化学,已填充,是,4,3,决赛04,1,321,是,4,1
03-知识点/无机和结构化学/铁配合物.md,无机和结构化学,已填充,是,4,3,,3,236,是,4,25
03-知识点/无机和结构化学/铂系元素.md,无机和结构化学,已填充,是,2,2,4,2,228,是,3,12
03-知识点/无机和结构化学/铅.md,无机和结构化学,已填充,是,3,2,13,3,76,是,3,10
03-知识点/无机和结构化学/铋.md,无机和结构化学,已填充,是,3,3,13,1,53,是,3,8
03-知识点/无机和结构化学/铍化学.md,无机和结构化学,已填充,是,4,4,,3,139,是,2,22
03-知识点/无机和结构化学/铜.md,无机和结构化学,已填充,是,5,3,13,3,156,是,2,70
03-知识点/无机和结构化学/铜、锌副族.md,无机和结构化学,已填充,是,4,3,决赛04,1,153,是,4,1
03-知识点/无机和结构化学/铝.md,无机和结构化学,已填充,是,4,2,13,6,121,是,5,39
03-知识点/无机和结构化学/铝、锗和锑分族.md,无机和结构化学,已填充,是,3,2,决赛04,1,166,是,4,1
