hash,block_count,chapter_count,group_count,chapters,groups,blocks_with_sources
71b570e71e626603246d12d48cb0b7b265fed247a9708eea93aab17caa1687a3,5,1,5,"第三篇-有机化学","题-036b-10 | 题-025-8 | 题-有机-中间体-动力学与热力学产物预测 | 题-029-3 | 题-027-2","第三篇-有机化学/1-结构基础与波谱分析.md@1.10=>题-036b-10-3-HFIP氢键供受体数目 ; 第三篇-有机化学/11-反应机理与推断.md@11.5=>题-025-8-3-中间体B结构 ; 第三篇-有机化学/11-反应机理与推断.md@11.59=>题-有机-中间体-动力学与热力学产物预测 ; 第三篇-有机化学/3-烷烯炔与加成反应.md@3.2=>题-029-3-1-3-金属元素推断 ; 第三篇-有机化学/3-烷烯炔与加成反应.md@3.4=>题-027-2-8-甲烷燃烧体积比"
a1dadc9283c893c7aa9ffe9de768fe31ec374cf1391dac1c47cc154ac316c1a3,5,1,5,"第三篇-有机化学","题-036b-10 | 题-025-8 | 题-有机-中间体-动力学与热力学产物预测 | 题-029-3 | 题-027-2","第三篇-有机化学/1-结构基础与波谱分析.md@1.10=>题-036b-10-3-HFIP氢键供受体数目 ; 第三篇-有机化学/11-反应机理与推断.md@11.5=>题-025-8-3-中间体B结构 ; 第三篇-有机化学/11-反应机理与推断.md@11.59=>题-有机-中间体-动力学与热力学产物预测 ; 第三篇-有机化学/3-烷烯炔与加成反应.md@3.2=>题-029-3-1-3-金属元素推断 ; 第三篇-有机化学/3-烷烯炔与加成反应.md@3.4=>题-027-2-8-甲烷燃烧体积比"
37d53721fb029a130122be2279268a54a703ab45c3dee5a2751f2a473ff51e40,2,1,2,"第三篇-有机化学","题-281-Clayden-Ch8-P10-两个戊二醇合成失败原因 | 题-587-Clayden-Ch32-P4-已有环侧关环反应立体化学控制","第三篇-有机化学/1-结构基础与波谱分析.md@1.43=>题-281-Clayden-Ch8-P10-两个戊二醇合成失败原因 ; 第三篇-有机化学/2-立体化学.md@2.38=>题-587-Clayden-Ch32-P4-已有环侧关环反应立体化学控制"
f78d6996622e4c5320b59cdc9449d16534eaf43a328a1ae16b84a031fa6e3ef4,4,1,4,"第三篇-有机化学","题-030-1 | 题-037-9 | 题-026-11 | 题-026-9","第三篇-有机化学/10-有机合成设计.md@10.2=>题-030-1-2-碱金属性质递变非单调性 ; 第三篇-有机化学/10-有机合成设计.md@10.21=>题-037-9-2-3-F的立体结构与G1构型 ; 第三篇-有机化学/11-反应机理与推断.md@11.6=>题-026-11-4-圈出来自A的氧原子 ; 第三篇-有机化学/6-羰基化学与缩合反应.md@6.1=>题-026-9-1-Knoevenagel亲核试剂"
60564579e0af0d28ed7def78f788267f72901f24e6f5eb920537bfd7e0315821,4,1,4,"第三篇-有机化学","题-030-1 | 题-037-9 | 题-026-11 | 题-026-9","第三篇-有机化学/10-有机合成设计.md@10.2=>题-030-1-2-碱金属性质递变非单调性 ; 第三篇-有机化学/10-有机合成设计.md@10.21=>题-037-9-2-3-F的立体结构与G1构型 ; 第三篇-有机化学/11-反应机理与推断.md@11.6=>题-026-11-4-圈出来自A的氧原子 ; 第三篇-有机化学/6-羰基化学与缩合反应.md@6.1=>题-026-9-1-Knoevenagel亲核试剂"
c5a24c9ce3963d0acb531f71f44a669a25955a6af4404a09219bed1b6da563d2,4,1,4,"第三篇-有机化学","题-030-1 | 题-037-9 | 题-026-11 | 题-026-9","第三篇-有机化学/10-有机合成设计.md@10.2=>题-030-1-2-碱金属性质递变非单调性 ; 第三篇-有机化学/10-有机合成设计.md@10.21=>题-037-9-2-3-F的立体结构与G1构型 ; 第三篇-有机化学/11-反应机理与推断.md@11.6=>题-026-11-4-圈出来自A的氧原子 ; 第三篇-有机化学/6-羰基化学与缩合反应.md@6.1=>题-026-9-1-Knoevenagel亲核试剂"
0a43a544f137d7908fc4bc6bd3e49f2c6097fed694c9bb37dc34f42553a4a472,4,1,4,"第三篇-有机化学","题-030-1 | 题-037-9 | 题-026-11 | 题-026-9","第三篇-有机化学/10-有机合成设计.md@10.2=>题-030-1-2-碱金属性质递变非单调性 ; 第三篇-有机化学/10-有机合成设计.md@10.21=>题-037-9-2-3-F的立体结构与G1构型 ; 第三篇-有机化学/11-反应机理与推断.md@11.6=>题-026-11-4-圈出来自A的氧原子 ; 第三篇-有机化学/6-羰基化学与缩合反应.md@6.1=>题-026-9-1-Knoevenagel亲核试剂"
31b52f1a740bf306410302296acf84a018d0734579134778a4cc44657537a44f,4,1,4,"第三篇-有机化学","题-030-1 | 题-037-9 | 题-026-11 | 题-026-9","第三篇-有机化学/10-有机合成设计.md@10.2=>题-030-1-2-碱金属性质递变非单调性 ; 第三篇-有机化学/10-有机合成设计.md@10.21=>题-037-9-2-3-F的立体结构与G1构型 ; 第三篇-有机化学/11-反应机理与推断.md@11.6=>题-026-11-4-圈出来自A的氧原子 ; 第三篇-有机化学/6-羰基化学与缩合反应.md@6.1=>题-026-9-1-Knoevenagel亲核试剂"
37d1ff4cc8cb58a562d2c94c158a220f6b6ac8c2c41dad7c893845d4a066a2ac,4,1,4,"第三篇-有机化学","题-030-1 | 题-037-9 | 题-026-11 | 题-026-9","第三篇-有机化学/10-有机合成设计.md@10.2=>题-030-1-2-碱金属性质递变非单调性 ; 第三篇-有机化学/10-有机合成设计.md@10.21=>题-037-9-2-3-F的立体结构与G1构型 ; 第三篇-有机化学/11-反应机理与推断.md@11.6=>题-026-11-4-圈出来自A的氧原子 ; 第三篇-有机化学/6-羰基化学与缩合反应.md@6.1=>题-026-9-1-Knoevenagel亲核试剂"
4e893eb5571b52efd522e69b98a9a4a13e99b7ff123a5270cfffcbc3bfbc7b84,4,1,4,"第三篇-有机化学","题-030-1 | 题-037-9 | 题-026-11 | 题-026-9","第三篇-有机化学/10-有机合成设计.md@10.2=>题-030-1-2-碱金属性质递变非单调性 ; 第三篇-有机化学/10-有机合成设计.md@10.21=>题-037-9-2-3-F的立体结构与G1构型 ; 第三篇-有机化学/11-反应机理与推断.md@11.6=>题-026-11-4-圈出来自A的氧原子 ; 第三篇-有机化学/6-羰基化学与缩合反应.md@6.1=>题-026-9-1-Knoevenagel亲核试剂"
5784458798fab2778a01d25ff505c5b251e08b3423d459c1f5fc35b356895340,4,1,4,"第三篇-有机化学","题-030-1 | 题-037-9 | 题-026-11 | 题-026-9","第三篇-有机化学/10-有机合成设计.md@10.2=>题-030-1-2-碱金属性质递变非单调性 ; 第三篇-有机化学/10-有机合成设计.md@10.21=>题-037-9-2-3-F的立体结构与G1构型 ; 第三篇-有机化学/11-反应机理与推断.md@11.6=>题-026-11-4-圈出来自A的氧原子 ; 第三篇-有机化学/6-羰基化学与缩合反应.md@6.1=>题-026-9-1-Knoevenagel亲核试剂"
cc4694f57be4dcaf2e748960f2085b25af04cd5770269e827e78aa1f5e5255ac,2,1,2,"第三篇-有机化学","题-030-1 | 题-032-9","第三篇-有机化学/10-有机合成设计.md@10.5=>题-030-1-4-1-合成A反应方程式 ; 第三篇-有机化学/11-反应机理与推断.md@11.35=>题-032-9-3-氟化反应中间体"
010ff88ebd9f78df12474abdef3414611e4740bfeddb026facafb960db976689,2,1,2,"第三篇-有机化学","题-有机-中间体-碳正离子碳负离子自由基稳定性比较 | 题-有机-羰基-选择性还原场景判断","第三篇-有机化学/11-反应机理与推断.md@11.33=>题-有机-中间体-碳正离子碳负离子自由基稳定性比较 ; 第三篇-有机化学/6-羰基化学与缩合反应.md@6.31=>题-有机-羰基-选择性还原场景判断"
0e7c42ae2c1e201ccaf07ffabb2081673067ff9d5066923c0aa643468d2d7bfb,2,1,2,"第三篇-有机化学","题-有机-中间体-碳正离子碳负离子自由基稳定性比较 | 题-有机-羰基-选择性还原场景判断","第三篇-有机化学/11-反应机理与推断.md@11.33=>题-有机-中间体-碳正离子碳负离子自由基稳定性比较 ; 第三篇-有机化学/6-羰基化学与缩合反应.md@6.31=>题-有机-羰基-选择性还原场景判断"
5cfac0ddad41ed2181113c719721048ddab6386749c1a39bc59b2b251ac3c18b,2,1,2,"第三篇-有机化学","题-033-9 | 题-ZOC-034-逆环加成与重排串联反应的应用","第三篇-有机化学/6-羰基化学与缩合反应.md@6.3=>题-033-9-1-茚三酮反应产物 ; 第三篇-有机化学/8-周环反应与自由基.md@8.35=>题-ZOC-034-逆环加成与重排串联反应的应用"
7a7e4e8fd414ca73db9e836030f71844609b16f2d25e7c52a6408ce4b69b4739,4,3,1,"第三篇-有机化学,第二篇-结构化学,第四篇-元素与分析","题-026-2","第三篇-有机化学/7-金属有机与偶联反应.md@7.1=>题-026-2-3-BCl3格氏反应 ; 第二篇-结构化学/2-分子结构与化学键.md@2.8=>题-026-2-2-B4Cl4结构 ; 第四篇-元素与分析/3-主族元素化学.md@3.3=>题-026-2-4-B2Cl4醇解 ; 第四篇-元素与分析/5-元素推断.md@5.1=>题-026-2-1-BCl元素推断"
fb2e95a760791ce194ef0091e6e4649c84b603c1a6e6cdcf4e3739ba65e3a0de,5,2,2,"第三篇-有机化学,第二篇-结构化学","题-025-5 | 题-033-5","第三篇-有机化学/7-金属有机与偶联反应.md@7.3=>题-025-5-1-Wilkinson催化剂结构 ; 第三篇-有机化学/7-金属有机与偶联反应.md@7.4=>题-025-5-3-配合物氧化态 ; 第三篇-有机化学/7-金属有机与偶联反应.md@7.15=>题-025-5-2-催化中间体D结构 ; 第二篇-结构化学/2-分子结构与化学键.md@2.7=>题-025-5-4-杂化轨道类型 ; 第二篇-结构化学/4-配位化学.md@4.7=>题-033-5-1-相对分子质量计算"
d50206ff9c5b8a939b460825692de308e9ee7e76e66b17d5f837d8f73292ae83,3,1,3,"第二篇-结构化学","题-033-2 | 题-027-2 | 题-025-7","第二篇-结构化学/1-原子结构.md@1.1=>题-033-2-1-核反应方程式 ; 第二篇-结构化学/3-晶体结构.md@3.2=>题-027-2-4-3-金属氧化物化学式 ; 第二篇-结构化学/3-晶体结构.md@3.10=>题-025-7-1-金刚石晶胞键连"
81a8d5b638511406e9e810a993f3a2d775264832df8b007f3a79e19fd694bf2a,3,1,3,"第二篇-结构化学","题-033-2 | 题-027-2 | 题-025-7","第二篇-结构化学/1-原子结构.md@1.1=>题-033-2-1-核反应方程式 ; 第二篇-结构化学/3-晶体结构.md@3.2=>题-027-2-4-3-金属氧化物化学式 ; 第二篇-结构化学/3-晶体结构.md@3.10=>题-025-7-1-金刚石晶胞键连"
093be01dd3f863f25a39031790de6302d26b8b0c0bfd12702d182a9d7bf2cc66,6,2,6,"第二篇-结构化学,第四篇-元素与分析","题-029-5 | 题-025-5 | 题-027-1 | 题-037-1 | 题-038-1 | 题-042-初赛讲义-推断技术-习题6.36","第二篇-结构化学/1-原子结构.md@1.2=>题-029-5-1-晶胞原子数目 ; 第二篇-结构化学/4-配位化学.md@4.8=>题-025-5-5-顺磁性抗磁性判断 ; 第四篇-元素与分析/2-离子反应与方程式.md@2.1=>题-027-1-1-Mn2O3与CO反应 ; 第四篇-元素与分析/3-主族元素化学.md@3.12=>题-037-1-1-GaN刻蚀方程式 ; 第四篇-元素与分析/5-元素推断.md@5.6=>题-038-1-1-灰狼与矿渣推断 ; 第四篇-元素与分析/5-元素推断.md@5.27=>题-042-初赛讲义-推断技术-习题6.36"
6746d9a92c83be9a668adaa89cf83b23aa663cc8a6c49bfb1b5ccbac979ef664,6,2,6,"第二篇-结构化学,第四篇-元素与分析","题-029-5 | 题-025-5 | 题-027-1 | 题-037-1 | 题-038-1 | 题-042-初赛讲义-推断技术-习题6.36","第二篇-结构化学/1-原子结构.md@1.2=>题-029-5-1-晶胞原子数目 ; 第二篇-结构化学/4-配位化学.md@4.8=>题-025-5-5-顺磁性抗磁性判断 ; 第四篇-元素与分析/2-离子反应与方程式.md@2.1=>题-027-1-1-Mn2O3与CO反应 ; 第四篇-元素与分析/3-主族元素化学.md@3.12=>题-037-1-1-GaN刻蚀方程式 ; 第四篇-元素与分析/5-元素推断.md@5.6=>题-038-1-1-灰狼与矿渣推断 ; 第四篇-元素与分析/5-元素推断.md@5.27=>题-042-初赛讲义-推断技术-习题6.36"
4e79e8ddda410b30d3b24fb6138e5654647e562b0622462f1572575b789da353,6,2,6,"第二篇-结构化学,第四篇-元素与分析","题-029-5 | 题-025-5 | 题-027-1 | 题-037-1 | 题-038-1 | 题-042-初赛讲义-推断技术-习题6.36","第二篇-结构化学/1-原子结构.md@1.2=>题-029-5-1-晶胞原子数目 ; 第二篇-结构化学/4-配位化学.md@4.8=>题-025-5-5-顺磁性抗磁性判断 ; 第四篇-元素与分析/2-离子反应与方程式.md@2.1=>题-027-1-1-Mn2O3与CO反应 ; 第四篇-元素与分析/3-主族元素化学.md@3.12=>题-037-1-1-GaN刻蚀方程式 ; 第四篇-元素与分析/5-元素推断.md@5.6=>题-038-1-1-灰狼与矿渣推断 ; 第四篇-元素与分析/5-元素推断.md@5.27=>题-042-初赛讲义-推断技术-习题6.36"
2b44af171833f3b1c67f865b58fc87e06bfda4d114d28995f16f3b39485c3755,5,1,2,"第二篇-结构化学","题-025-2 | 题-赵鑫光-容量分析-光度例4","第二篇-结构化学/2-分子结构与化学键.md@2.6=>题-025-2-4-离域π键 ; 第二篇-结构化学/4-配位化学.md@4.1=>题-025-2-1-乙酰丙酮锰配合物结构 ; 第二篇-结构化学/4-配位化学.md@4.2=>题-025-2-2-磁矩计算 ; 第二篇-结构化学/4-配位化学.md@4.3=>题-025-2-3-配合物手性判据 ; 第二篇-结构化学/4-配位化学.md@4.94=>题-赵鑫光-容量分析-光度例4"
fa8391a7866700de5d322b244563d8934e6bf7871299058b2cf422d5c3da3ed7,5,1,2,"第二篇-结构化学","题-025-2 | 题-赵鑫光-容量分析-光度例4","第二篇-结构化学/2-分子结构与化学键.md@2.6=>题-025-2-4-离域π键 ; 第二篇-结构化学/4-配位化学.md@4.1=>题-025-2-1-乙酰丙酮锰配合物结构 ; 第二篇-结构化学/4-配位化学.md@4.2=>题-025-2-2-磁矩计算 ; 第二篇-结构化学/4-配位化学.md@4.3=>题-025-2-3-配合物手性判据 ; 第二篇-结构化学/4-配位化学.md@4.94=>题-赵鑫光-容量分析-光度例4"
847a4d39e3d232955a3cbc10dd7c3a3107339ada5053c8c01542cbbdeb0dd0a2,2,2,2,"第二篇-结构化学,第四篇-元素与分析","题-033-7 | 题-036b-7","第二篇-结构化学/3-晶体结构.md@3.6=>题-033-7-4-钙钛矿配位数 ; 第四篇-元素与分析/3-主族元素化学.md@3.11=>题-036b-7-2-1-嫦娥石化学式"
94ac035d4be620acf64d716d571db1184abdebd8e456898b17f7dc03b0c8ece4,4,1,3,"第二篇-结构化学","题-034-7 | 题-036b-7 | 题-赵鑫光-晶体-习21","第二篇-结构化学/3-晶体结构.md@3.7=>题-034-7-1-咔咯环芳香性判断 ; 第二篇-结构化学/3-晶体结构.md@3.8=>题-034-7-3-金属离子价电子组态 ; 第二篇-结构化学/3-晶体结构.md@3.9=>题-036b-7-1-1-晶胞中化学式数目n ; 第二篇-结构化学/3-晶体结构.md@3.139=>题-赵鑫光-晶体-习21"
f62d8450f931d0cccaf13003aef328057f462ef68269760165e60c464c8975f1,4,1,3,"第二篇-结构化学","题-034-7 | 题-036b-7 | 题-赵鑫光-晶体-习21","第二篇-结构化学/3-晶体结构.md@3.7=>题-034-7-1-咔咯环芳香性判断 ; 第二篇-结构化学/3-晶体结构.md@3.8=>题-034-7-3-金属离子价电子组态 ; 第二篇-结构化学/3-晶体结构.md@3.9=>题-036b-7-1-1-晶胞中化学式数目n ; 第二篇-结构化学/3-晶体结构.md@3.139=>题-赵鑫光-晶体-习21"
c62bed1f1c644275d18f18fc53c4abdf893a2c7060f22400c60970b5e1dc1968,4,1,3,"第二篇-结构化学","题-034-7 | 题-036b-7 | 题-赵鑫光-晶体-习21","第二篇-结构化学/3-晶体结构.md@3.7=>题-034-7-1-咔咯环芳香性判断 ; 第二篇-结构化学/3-晶体结构.md@3.8=>题-034-7-3-金属离子价电子组态 ; 第二篇-结构化学/3-晶体结构.md@3.9=>题-036b-7-1-1-晶胞中化学式数目n ; 第二篇-结构化学/3-晶体结构.md@3.139=>题-赵鑫光-晶体-习21"
1938f87046d5c2efb3809a1f4be6872a1b5f80a393f63584463c6a59f3ea0dec,4,1,3,"第二篇-结构化学","题-034-7 | 题-036b-7 | 题-赵鑫光-晶体-习21","第二篇-结构化学/3-晶体结构.md@3.7=>题-034-7-1-咔咯环芳香性判断 ; 第二篇-结构化学/3-晶体结构.md@3.8=>题-034-7-3-金属离子价电子组态 ; 第二篇-结构化学/3-晶体结构.md@3.9=>题-036b-7-1-1-晶胞中化学式数目n ; 第二篇-结构化学/3-晶体结构.md@3.139=>题-赵鑫光-晶体-习21"
c29db43a837a1956096b05dcd08a238403c431db01dc7f286c35f53aa47f4125,4,1,3,"第二篇-结构化学","题-034-7 | 题-036b-7 | 题-赵鑫光-晶体-习21","第二篇-结构化学/3-晶体结构.md@3.7=>题-034-7-1-咔咯环芳香性判断 ; 第二篇-结构化学/3-晶体结构.md@3.8=>题-034-7-3-金属离子价电子组态 ; 第二篇-结构化学/3-晶体结构.md@3.9=>题-036b-7-1-1-晶胞中化学式数目n ; 第二篇-结构化学/3-晶体结构.md@3.139=>题-赵鑫光-晶体-习21"
f6f37f3513bbaf90fb72185592fce2822ad68f7782bf6e2ec4ea203b31ce1b32,4,1,3,"第二篇-结构化学","题-034-7 | 题-036b-7 | 题-赵鑫光-晶体-习21","第二篇-结构化学/3-晶体结构.md@3.7=>题-034-7-1-咔咯环芳香性判断 ; 第二篇-结构化学/3-晶体结构.md@3.8=>题-034-7-3-金属离子价电子组态 ; 第二篇-结构化学/3-晶体结构.md@3.9=>题-036b-7-1-1-晶胞中化学式数目n ; 第二篇-结构化学/3-晶体结构.md@3.139=>题-赵鑫光-晶体-习21"
8f937fb19745bdc7a336657997785a44054901819aea41aa3afa2f6c91814235,4,1,3,"第二篇-结构化学","题-034-7 | 题-036b-7 | 题-赵鑫光-晶体-习21","第二篇-结构化学/3-晶体结构.md@3.7=>题-034-7-1-咔咯环芳香性判断 ; 第二篇-结构化学/3-晶体结构.md@3.8=>题-034-7-3-金属离子价电子组态 ; 第二篇-结构化学/3-晶体结构.md@3.9=>题-036b-7-1-1-晶胞中化学式数目n ; 第二篇-结构化学/3-晶体结构.md@3.139=>题-赵鑫光-晶体-习21"
855b731bbbddf8b5c1c500a69726eb06b70ceec50b970bca38e2b921232957df,4,1,3,"第二篇-结构化学","题-034-7 | 题-036b-7 | 题-赵鑫光-晶体-习21","第二篇-结构化学/3-晶体结构.md@3.7=>题-034-7-1-咔咯环芳香性判断 ; 第二篇-结构化学/3-晶体结构.md@3.8=>题-034-7-3-金属离子价电子组态 ; 第二篇-结构化学/3-晶体结构.md@3.9=>题-036b-7-1-1-晶胞中化学式数目n ; 第二篇-结构化学/3-晶体结构.md@3.139=>题-赵鑫光-晶体-习21"
06121429f263d0595fd9b349385401caee59a487eb7b18ec01eaff40bfd06442,2,1,2,"第二篇-结构化学","题-232-结构化学基础-金属晶体-习题8.15 | 题-038-5","第二篇-结构化学/3-晶体结构.md@3.124=>题-232-结构化学基础-金属晶体-习题8.15 ; 第二篇-结构化学/3-晶体结构.md@3.167=>题-038-5-3-KGe晶胞化学式"
e21099e863821e03b13055a073e0df2be23f9e02c1094a04b6b8380543e4bb82,2,1,2,"第二篇-结构化学","题-233-结构化学基础-金属晶体-习题8.16 | 题-038-5","第二篇-结构化学/3-晶体结构.md@3.125=>题-233-结构化学基础-金属晶体-习题8.16 ; 第二篇-结构化学/3-晶体结构.md@3.167=>题-038-5-3-KGe晶胞化学式"
069636f09583c617482bf7256b55c066219bb4d8967d14d95d457e9e65086b83,2,1,2,"第二篇-结构化学","题-234-结构化学基础-金属晶体-习题8.17 | 题-038-5","第二篇-结构化学/3-晶体结构.md@3.126=>题-234-结构化学基础-金属晶体-习题8.17 ; 第二篇-结构化学/3-晶体结构.md@3.167=>题-038-5-3-KGe晶胞化学式"
8993229be7c3a37baaf888292da4e73a04063fafc4cd6c9c4c2d4719e22a4e44,2,1,2,"第二篇-结构化学","题-237-结构化学基础-金属晶体-习题8.20 | 题-038-5","第二篇-结构化学/3-晶体结构.md@3.129=>题-237-结构化学基础-金属晶体-习题8.20 ; 第二篇-结构化学/3-晶体结构.md@3.167=>题-038-5-3-KGe晶胞化学式"
2baa0c19795fe58a8e7e8ad1eea811eadab143acf68f1d0de0bd39ae8df7b96c,2,1,2,"第二篇-结构化学","题-239-结构化学基础-金属晶体-习题8.22 | 题-赵鑫光-晶体-习14","第二篇-结构化学/3-晶体结构.md@3.131=>题-239-结构化学基础-金属晶体-习题8.22 ; 第二篇-结构化学/3-晶体结构.md@3.137=>题-赵鑫光-晶体-习14"
059279284d6d7d174b69395a2f7d5d4de42bb07b5f83391a455d490046dec1b1,2,1,2,"第二篇-结构化学","题-239-结构化学基础-金属晶体-习题8.22 | 题-038-5","第二篇-结构化学/3-晶体结构.md@3.131=>题-239-结构化学基础-金属晶体-习题8.22 ; 第二篇-结构化学/3-晶体结构.md@3.169=>题-038-5-5-CeO2氧空位位置"
843d52cd28a1c7350f3d9a248eda4a10e91166aa6ae3ae109305c57af9757c32,2,1,2,"第二篇-结构化学","题-239-结构化学基础-金属晶体-习题8.22 | 题-242-结构化学基础-金属晶体-习题8.25","第二篇-结构化学/3-晶体结构.md@3.131=>题-239-结构化学基础-金属晶体-习题8.22 ; 第二篇-结构化学/3-晶体结构.md@3.134=>题-242-结构化学基础-金属晶体-习题8.25"
5a3fcb756b7fef96a16dc7c20ec64b0b5d9eb5c483faa20680c855b3e7e50b68,4,2,4,"第二篇-结构化学,第四篇-元素与分析","题-赵鑫光-晶体-习27 | 题-027-5 | 题-027-1 | 题-038-1","第二篇-结构化学/3-晶体结构.md@3.140=>题-赵鑫光-晶体-习27 ; 第四篇-元素与分析/1-化学基础与计量.md@1.2=>题-027-5-1-反钙钛矿M摩尔质量 ; 第四篇-元素与分析/2-离子反应与方程式.md@2.2=>题-027-1-6-NaN3制备 ; 第四篇-元素与分析/5-元素推断.md@5.7=>题-038-1-2-炼丹物质推断"
dfc0cffb4025979a20c7833cb691b9c2e92d2d9a678b2ce7c945861a17dd7e98,2,1,2,"第二篇-结构化学","题-037-6 | 题-038-5","第二篇-结构化学/3-晶体结构.md@3.161=>题-037-6-1-MAX相通式推导 ; 第二篇-结构化学/3-晶体结构.md@3.167=>题-038-5-3-KGe晶胞化学式"
d119a61ae3f960db902575637cc862886967e9424c9a02b704309e77ae16b57b,2,2,2,"第二篇-结构化学,第四篇-元素与分析","题-031-5 | 题-027-5","第二篇-结构化学/8-结构推断与综合.md@8.2=>题-031-5-3-B与浓硫酸反应 ; 第四篇-元素与分析/5-元素推断.md@5.10=>题-027-5-2-元素推断AMXY"
