图片哈希,出现文件数,语义块,首现文件,全部源文件,媒体存在
20537a122a81103859d18697ac119f30c0872373a4c6d201519d0655104637b2.jpg,4,题干图示,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md:44 | 真题/第25届初赛/有机化学/题-025-9-2-异构体类型判断.md:40 | 真题/第25届初赛/有机化学/题-025-9-3-A自发转化为BC原因.md:38 | 真题/第25届初赛/有机化学/题-025-9-4-旋光异构体手性碳.md:38,是
21eb376bfcff65c0ea27b00e58a700ded57726159f4b65900be3faeaaf853098.jpg,4,题干图示,真题/第27届初赛/有机化学/题-027-8-1-HBr加成中间体与产物.md,"真题/第27届初赛/有机化学/题-027-8-1-HBr加成中间体与产物.md:52 | 真题/第27届初赛/有机化学/题-027-8-2-烷基铜锂1,4-加成.md:50 | 真题/第27届初赛/有机化学/题-027-8-3-CH3SeCl与烯烃反应.md:56 | 真题/第27届初赛/有机化学/题-027-8-4-炔与溴水加成.md:58",是
259ae15511bbf956c1a1adf0d6175bc7f4567b0c9c753ef55c02c255ca4d5a33.jpg,4,题干图示,真题/第25届初赛/有机化学/题-025-8-1-维生素A不饱和度.md,真题/第25届初赛/有机化学/题-025-8-1-维生素A不饱和度.md:48 | 真题/第25届初赛/有机化学/题-025-8-2-紫罗兰酮同分异构体.md:44 | 真题/第25届初赛/有机化学/题-025-8-3-中间体B结构.md:42 | 真题/第25届初赛/有机化学/题-025-8-4-反应类型分类.md:45,是
31b52f1a740bf306410302296acf84a018d0734579134778a4cc44657537a44f.jpg,4,题干图示,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md:44 | 真题/第26届初赛/有机化学/题-026-9-2-六氢吡啶催化作用.md:47 | 真题/第26届初赛/有机化学/题-026-9-3-gabapentin前体合成.md:49 | 真题/第26届初赛/有机化学/题-026-9-4-Michael加成串联反应.md:48,是
37d1ff4cc8cb58a562d2c94c158a220f6b6ac8c2c41dad7c893845d4a066a2ac.jpg,4,题干图示,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md:46 | 真题/第26届初赛/有机化学/题-026-9-2-六氢吡啶催化作用.md:49 | 真题/第26届初赛/有机化学/题-026-9-3-gabapentin前体合成.md:51 | 真题/第26届初赛/有机化学/题-026-9-4-Michael加成串联反应.md:50,是
424a904d93eae391858d105dc39d7521cefb5995307cb6b9c63d9dce223edbfb.jpg,4,题干图示,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md:50 | 真题/第25届初赛/有机化学/题-025-9-2-异构体类型判断.md:46 | 真题/第25届初赛/有机化学/题-025-9-3-A自发转化为BC原因.md:44 | 真题/第25届初赛/有机化学/题-025-9-4-旋光异构体手性碳.md:44,是
478f6b3ed7a4841154e6f0d88d816cde6f67c078acd8e6810f310b59a02a3d2d.jpg,4,题干图示,真题/第25届初赛/有机化学/题-025-8-1-维生素A不饱和度.md,真题/第25届初赛/有机化学/题-025-8-1-维生素A不饱和度.md:50 | 真题/第25届初赛/有机化学/题-025-8-2-紫罗兰酮同分异构体.md:46 | 真题/第25届初赛/有机化学/题-025-8-3-中间体B结构.md:44 | 真题/第25届初赛/有机化学/题-025-8-4-反应类型分类.md:47,是
4e893eb5571b52efd522e69b98a9a4a13e99b7ff123a5270cfffcbc3bfbc7b84.jpg,4,题干图示,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md:48 | 真题/第26届初赛/有机化学/题-026-9-2-六氢吡啶催化作用.md:51 | 真题/第26届初赛/有机化学/题-026-9-3-gabapentin前体合成.md:53 | 真题/第26届初赛/有机化学/题-026-9-4-Michael加成串联反应.md:52,是
518527b8c23fd3877e2e19a29eb2adc20c61fa38bb2922a67116a1410a598f3e.jpg,4,题干图示,真题/第25届初赛/有机化学/题-025-8-1-维生素A不饱和度.md,真题/第25届初赛/有机化学/题-025-8-1-维生素A不饱和度.md:44 | 真题/第25届初赛/有机化学/题-025-8-2-紫罗兰酮同分异构体.md:40 | 真题/第25届初赛/有机化学/题-025-8-3-中间体B结构.md:38 | 真题/第25届初赛/有机化学/题-025-8-4-反应类型分类.md:41,是
5261d7b6e21260192cfddab0c2525aa325cb6d54a652b7541543b68b2872e1cb.jpg,4,题干图示,真题/第27届初赛/有机化学/题-027-8-1-HBr加成中间体与产物.md,"真题/第27届初赛/有机化学/题-027-8-1-HBr加成中间体与产物.md:48 | 真题/第27届初赛/有机化学/题-027-8-2-烷基铜锂1,4-加成.md:46 | 真题/第27届初赛/有机化学/题-027-8-3-CH3SeCl与烯烃反应.md:52 | 真题/第27届初赛/有机化学/题-027-8-4-炔与溴水加成.md:54",是
5784458798fab2778a01d25ff505c5b251e08b3423d459c1f5fc35b356895340.jpg,4,题干图示,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md:50 | 真题/第26届初赛/有机化学/题-026-9-2-六氢吡啶催化作用.md:53 | 真题/第26届初赛/有机化学/题-026-9-3-gabapentin前体合成.md:55 | 真题/第26届初赛/有机化学/题-026-9-4-Michael加成串联反应.md:54,是
58edefed0566f708721e4fbde9884643b322b8936ecdbbbf7b94e606088bc278.jpg,4,题干图示,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md:46 | 真题/第25届初赛/有机化学/题-025-9-2-异构体类型判断.md:42 | 真题/第25届初赛/有机化学/题-025-9-3-A自发转化为BC原因.md:40 | 真题/第25届初赛/有机化学/题-025-9-4-旋光异构体手性碳.md:40,是
5a3fcb756b7fef96a16dc7c20ec64b0b5d9eb5c483faa20680c855b3e7e50b68.jpg,4,题干图示,真题/第27届初赛/化学原理/题-027-5-1-反钙钛矿M摩尔质量.md,真题/第27届初赛/化学原理/题-027-5-1-反钙钛矿M摩尔质量.md:44 | 真题/第27届初赛/无机和结构化学/题-027-5-2-元素推断AMXY.md:45 | 真题/第27届初赛/无机和结构化学/题-027-5-3-反钙钛矿水解方程式.md:38 | 真题/第27届初赛/无机和结构化学/题-027-5-4-反钙钛矿晶体坐标.md:45,是
5cc97829b6af01baf95d637927facebfb137e7b1f928a5495130443f90238b45.jpg,4,题干图示,真题/第25届初赛/有机化学/题-025-8-1-维生素A不饱和度.md,真题/第25届初赛/有机化学/题-025-8-1-维生素A不饱和度.md:46 | 真题/第25届初赛/有机化学/题-025-8-2-紫罗兰酮同分异构体.md:42 | 真题/第25届初赛/有机化学/题-025-8-3-中间体B结构.md:40 | 真题/第25届初赛/有机化学/题-025-8-4-反应类型分类.md:43,是
60564579e0af0d28ed7def78f788267f72901f24e6f5eb920537bfd7e0315821.jpg,4,题干图示,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md:38 | 真题/第26届初赛/有机化学/题-026-9-2-六氢吡啶催化作用.md:41 | 真题/第26届初赛/有机化学/题-026-9-3-gabapentin前体合成.md:43 | 真题/第26届初赛/有机化学/题-026-9-4-Michael加成串联反应.md:42,是
690a3399707fc8d5f04444d23f8b7fdc98f8bd86461f9b64dd81ce576e16dfa7.jpg,4,题干图示,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md:54 | 真题/第25届初赛/有机化学/题-025-9-2-异构体类型判断.md:50 | 真题/第25届初赛/有机化学/题-025-9-3-A自发转化为BC原因.md:48 | 真题/第25届初赛/有机化学/题-025-9-4-旋光异构体手性碳.md:48,是
7a7e4e8fd414ca73db9e836030f71844609b16f2d25e7c52a6408ce4b69b4739.jpg,4,题干图示,真题/第26届初赛/无机和结构化学/题-026-2-1-BCl元素推断.md,真题/第26届初赛/无机和结构化学/题-026-2-1-BCl元素推断.md:38 | 真题/第26届初赛/无机和结构化学/题-026-2-2-B4Cl4结构.md:36 | 真题/第26届初赛/无机和结构化学/题-026-2-3-BCl3格氏反应.md:38 | 真题/第26届初赛/无机和结构化学/题-026-2-4-B2Cl4醇解.md:38,是
855b731bbbddf8b5c1c500a69726eb06b70ceec50b970bca38e2b921232957df.jpg,4,题干图示,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md:50 | 真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md:52 | 真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md:54 | 真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md:59,是
8f937fb19745bdc7a336657997785a44054901819aea41aa3afa2f6c91814235.jpg,4,题干图示,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md:48 | 真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md:50 | 真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md:52 | 真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md:57,是
94ac035d4be620acf64d716d571db1184abdebd8e456898b17f7dc03b0c8ece4.jpg,4,题干图示,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md:36 | 真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md:38 | 真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md:40 | 真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md:45,是
a01d137f3f2f2137f158d150bbe23768da93e11094c5513b9bfbbc23280cfd97.jpg,4,题干图示,真题/第27届初赛/有机化学/题-027-8-1-HBr加成中间体与产物.md,"真题/第27届初赛/有机化学/题-027-8-1-HBr加成中间体与产物.md:46 | 真题/第27届初赛/有机化学/题-027-8-2-烷基铜锂1,4-加成.md:44 | 真题/第27届初赛/有机化学/题-027-8-3-CH3SeCl与烯烃反应.md:50 | 真题/第27届初赛/有机化学/题-027-8-4-炔与溴水加成.md:52",是
c29db43a837a1956096b05dcd08a238403c431db01dc7f286c35f53aa47f4125.jpg,4,题干图示,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md:44 | 真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md:46 | 真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md:48 | 真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md:53,是
c39f6c77165d41769a4a570a2fbc8292fef3128a11c39d00e078131466abe2b2.jpg,4,题干图示,真题/第27届初赛/有机化学/题-027-8-1-HBr加成中间体与产物.md,"真题/第27届初赛/有机化学/题-027-8-1-HBr加成中间体与产物.md:50 | 真题/第27届初赛/有机化学/题-027-8-2-烷基铜锂1,4-加成.md:48 | 真题/第27届初赛/有机化学/题-027-8-3-CH3SeCl与烯烃反应.md:54 | 真题/第27届初赛/有机化学/题-027-8-4-炔与溴水加成.md:56",是
c5a24c9ce3963d0acb531f71f44a669a25955a6af4404a09219bed1b6da563d2.jpg,4,题干图示,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md:40 | 真题/第26届初赛/有机化学/题-026-9-2-六氢吡啶催化作用.md:43 | 真题/第26届初赛/有机化学/题-026-9-3-gabapentin前体合成.md:45 | 真题/第26届初赛/有机化学/题-026-9-4-Michael加成串联反应.md:44,是
c62bed1f1c644275d18f18fc53c4abdf893a2c7060f22400c60970b5e1dc1968.jpg,4,题干图示,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md:40 | 真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md:42 | 真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md:44 | 真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md:49,是
d2611e50a885d27a31fa6b09ffca5f3aa8f1fe81af3e39ebd60ee334e4f81647.jpg,4,题干图示,真题/第27届初赛/有机化学/题-027-8-1-HBr加成中间体与产物.md,"真题/第27届初赛/有机化学/题-027-8-1-HBr加成中间体与产物.md:54 | 真题/第27届初赛/有机化学/题-027-8-2-烷基铜锂1,4-加成.md:52 | 真题/第27届初赛/有机化学/题-027-8-3-CH3SeCl与烯烃反应.md:58 | 真题/第27届初赛/有机化学/题-027-8-4-炔与溴水加成.md:60",是
f62d8450f931d0cccaf13003aef328057f462ef68269760165e60c464c8975f1.jpg,4,题干图示,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md:38 | 真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md:40 | 真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md:42 | 真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md:47,是
f6f37f3513bbaf90fb72185592fce2822ad68f7782bf6e2ec4ea203b31ce1b32.jpg,4,题干图示,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md,真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md:46 | 真题/第25届初赛/无机和结构化学/题-025-7-2-立方与六方金刚石对比.md:48 | 真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md:50 | 真题/第25届初赛/无机和结构化学/题-025-7-4-金刚石结构基元.md:55,是
f78d6996622e4c5320b59cdc9449d16534eaf43a328a1ae16b84a031fa6e3ef4.jpg,4,题干图示,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md,真题/第26届初赛/有机化学/题-026-9-1-Knoevenagel亲核试剂.md:36 | 真题/第26届初赛/有机化学/题-026-9-2-六氢吡啶催化作用.md:39 | 真题/第26届初赛/有机化学/题-026-9-3-gabapentin前体合成.md:41 | 真题/第26届初赛/有机化学/题-026-9-4-Michael加成串联反应.md:40,是
f80d6189db9f37544606d0f46c9a39ef8bae2c2025d1b2cab945944845644a29.jpg,4,题干图示,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md:52 | 真题/第25届初赛/有机化学/题-025-9-2-异构体类型判断.md:48 | 真题/第25届初赛/有机化学/题-025-9-3-A自发转化为BC原因.md:46 | 真题/第25届初赛/有机化学/题-025-9-4-旋光异构体手性碳.md:46,是
ffea9805815030770074755583522e4ff3e7c47605998242f792f2ed6b5f617a.jpg,4,题干图示,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md,真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md:48 | 真题/第25届初赛/有机化学/题-025-9-2-异构体类型判断.md:44 | 真题/第25届初赛/有机化学/题-025-9-3-A自发转化为BC原因.md:42 | 真题/第25届初赛/有机化学/题-025-9-4-旋光异构体手性碳.md:42,是
324e37b69555ae7ed900b06a991d4fdfceb9aa50ae5b449b9c3269451d235f60.jpg,3,题干图示,真题/第26届初赛/有机化学/题-026-6-1-喹啉酸最低构型.md,真题/第26届初赛/有机化学/题-026-6-1-喹啉酸最低构型.md:46 | 真题/第26届初赛/有机化学/题-026-6-2-喹啉酸一级电离.md:46 | 真题/第26届初赛/有机化学/题-026-6-3-烟酸结构.md:44,是
5b630ae357a812b474879762b15a30b9138b532d338ed3adea44b8a4eeaba9c4.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:62 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:62 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:62,是
6f698ca5467e2aa36106d86789a1be8e6340a0e6282439049e3ec37c56c607f4.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:64 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:64 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:64,是
7c15969c41ab47f5a27235bcc1049bf8e684eaad1ae5f6109e1bd460b9b08118.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:44 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:44 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:44,是
9c66682326b7f2e1d41518b98d3e810ded45396868ae93c2e30c71077f55955f.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:58 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:58 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:58,是
9d6a1c9b5b91dc0b8d9e83fe7a54ff51300e6fe8cac562b94a59b01d85e1578a.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:56 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:56 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:56,是
a7007ea4cfec7fc28d4ec1020134e3211754b221220c904cadbd60d818610a94.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:46 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:46 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:46,是
b087aa9d36ae0dfa22c294288aad11b094c972bc5e1473a3fd1d5aa0fc926f4b.jpg,3,题干图示,真题/第26届初赛/有机化学/题-026-6-1-喹啉酸最低构型.md,真题/第26届初赛/有机化学/题-026-6-1-喹啉酸最低构型.md:42 | 真题/第26届初赛/有机化学/题-026-6-2-喹啉酸一级电离.md:42 | 真题/第26届初赛/有机化学/题-026-6-3-烟酸结构.md:40,是
b379b82b39df262bb15608af80003a833635cef8084a209254fed966d7ebabd4.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:52 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:52 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:52,是
b6990c246f45a1b72e9892d419433a015e96d47fa2be0fc96535bab85b2127ef.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:50 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:50 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:50,是
cd2ecdc4715abe61e7fcdcb129537a0cebf941cfdbd08d978cc29dc2c751f697.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:60 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:60 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:60,是
daad9101d443a59fddc993be66341ff819098b13fb69f252d5f94305eb968eee.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:48 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:48 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:48,是
e359e3d72559f07e0d0c0c9f2640e25e9a9a8b21efab8b3e2c713c658adbb5ba.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:54 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:54 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:54,是
f7bd1585074362a6849c3ba2ba95ad190a143bd6a3922194d216240964e4e5de.jpg,3,题干图示,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md,真题/第25届初赛/有机化学/题-025-10-1-Vilsmeier试剂共振式.md:66 | 真题/第25届初赛/有机化学/题-025-10-2-芳香亲电取代机理.md:66 | 真题/第25届初赛/有机化学/题-025-10-3-Vilsmeier反应完成.md:66,是
fa8d59589b6b75d312d7b9a7c29f812d1df63be63b9284cd32de3d1dc3ed996f.jpg,3,题干图示,真题/第26届初赛/有机化学/题-026-6-1-喹啉酸最低构型.md,真题/第26届初赛/有机化学/题-026-6-1-喹啉酸最低构型.md:44 | 真题/第26届初赛/有机化学/题-026-6-2-喹啉酸一级电离.md:44 | 真题/第26届初赛/有机化学/题-026-6-3-烟酸结构.md:42,是
06ba87d6b8c8007ecee02b4a256f437fe2c666af6b2722d67d8be94ed947ec34.jpg,2,题干图示,真题/第26届初赛/无机和结构化学/题-026-5-1-晶胞分子比例计算.md,真题/第26届初赛/无机和结构化学/题-026-5-1-晶胞分子比例计算.md:48 | 真题/第26届初赛/无机和结构化学/题-026-5-2-氢键二维结构.md:40,是
0a1e34db1964c28455dd7f5bdcb8f4785cf3b74cc502dcc5744c91f15922f739.jpg,2,题干图示,真题/第26届初赛/无机和结构化学/题-026-4-1-Co配合物立体异构.md,真题/第26届初赛/无机和结构化学/题-026-4-1-Co配合物立体异构.md:38 | 真题/第26届初赛/无机和结构化学/题-026-4-2-H5O2结构.md:44,是
26a4c893f1cd2dd01e2914a3886faf6b7509cceb3f093ccd34306a13392cfa12.jpg,2,题干图示,真题/第26届初赛/无机和结构化学/题-026-4-1-Co配合物立体异构.md,真题/第26届初赛/无机和结构化学/题-026-4-1-Co配合物立体异构.md:40 | 真题/第26届初赛/无机和结构化学/题-026-4-2-H5O2结构.md:46,是
48f0bab9492bc61859ab5556937435644be993bd6c710de772d445811ab80549.jpg,2,题干图示,真题/第27届初赛/有机化学/题-027-9-1-同位素标记反应历程.md,真题/第27届初赛/有机化学/题-027-9-1-同位素标记反应历程.md:51 | 真题/第27届初赛/有机化学/题-027-9-2-芳香亲核取代.md:55,是
4e355579a145dcc5bfc04ec660757ad15865c921da65238c1127da1bda229e26.jpg,2,题干图示,真题/第26届初赛/无机和结构化学/题-026-7-1-五硼酸根结构.md,真题/第26届初赛/无机和结构化学/题-026-7-1-五硼酸根结构.md:43 | 真题/第26届初赛/无机和结构化学/题-026-7-2-硼酸盐pH分布.md:45,是
919ea05a21304d20819c1174a39776ff4fc808e3e56a10bd91e544237d7ea93c.jpg,2,题干图示,真题/第27届初赛/有机化学/题-027-9-1-同位素标记反应历程.md,真题/第27届初赛/有机化学/题-027-9-1-同位素标记反应历程.md:47 | 真题/第27届初赛/有机化学/题-027-9-2-芳香亲核取代.md:51,是
9327fc7eeda9192f4eefdeed25458009a6f1f06e29ba11cc9b8df03927501f78.jpg,2,题干图示,真题/第26届初赛/无机和结构化学/题-026-7-1-五硼酸根结构.md,真题/第26届初赛/无机和结构化学/题-026-7-1-五硼酸根结构.md:41 | 真题/第26届初赛/无机和结构化学/题-026-7-2-硼酸盐pH分布.md:43,是
a70f4cfa64aa2083e0e6484c0998bd0b810e83aafc8c5cedf60e74c5e88ac525.jpg,2,题干图示,真题/第26届初赛/无机和结构化学/题-026-5-1-晶胞分子比例计算.md,真题/第26届初赛/无机和结构化学/题-026-5-1-晶胞分子比例计算.md:50 | 真题/第26届初赛/无机和结构化学/题-026-5-2-氢键二维结构.md:42,是
b30bbab619319a56de48b3a26a47e405d3dbd4461a2c94ebc10adc6f40578006.jpg,2,题干图示,真题/第27届初赛/有机化学/题-027-9-1-同位素标记反应历程.md,真题/第27届初赛/有机化学/题-027-9-1-同位素标记反应历程.md:45 | 真题/第27届初赛/有机化学/题-027-9-2-芳香亲核取代.md:49,是
d34eff455082bc89aa47e599422bc11b076fdfb9e7ae50ecb40739c42fe436fa.jpg,2,题干图示,真题/第27届初赛/有机化学/题-027-9-1-同位素标记反应历程.md,真题/第27届初赛/有机化学/题-027-9-1-同位素标记反应历程.md:53 | 真题/第27届初赛/有机化学/题-027-9-2-芳香亲核取代.md:57,是
f4aa07e15f113fb1e5e496e6b4fa08aaf10094577907370bc3ce2da8aea09ba8.jpg,2,题干图示,真题/第27届初赛/有机化学/题-027-9-1-同位素标记反应历程.md,真题/第27届初赛/有机化学/题-027-9-1-同位素标记反应历程.md:49 | 真题/第27届初赛/有机化学/题-027-9-2-芳香亲核取代.md:53,是
