源文件,行号,图片哈希,语义块,块标题,答案区,跨题重复,出现文件数,上下文摘要,核验结论,备注
真题/第26届初赛/无机和结构化学/题-026-4-2-H5O2结构.md,44,0a1e34db1964c28455dd7f5bdcb8f4785cf3b74cc502dcc5744c91f15922f739.jpg,题干图示,题目图示与结构参考,是,是,2,![[0a1e34db1964c28455dd7f5bdcb8f4785cf3b74cc502dcc5744c91f15922f739.jpg]],✅保留图示,这是一个反式钴配合物阳离子的立体结构图，展示了中心的Co离子被两个乙二胺配体和两个氯配体包围的八面体构型。
真题/第26届初赛/无机和结构化学/题-026-4-2-H5O2结构.md,46,26a4c893f1cd2dd01e2914a3886faf6b7509cceb3f093ccd34306a13392cfa12.jpg,题干图示,题目图示与结构参考,是,是,2,![[26a4c893f1cd2dd01e2914a3886faf6b7509cceb3f093ccd34306a13392cfa12.jpg]],✅保留图示,展示了一对顺式钴配合物的对映异构体。中间以虚线分隔，两边互为镜像，每个中心Co离子与两个乙二胺配体和两个氯配体配位形成八面体构型。
真题/第26届初赛/无机和结构化学/题-026-5-1-晶胞分子比例计算.md,48,06ba87d6b8c8007ecee02b4a256f437fe2c666af6b2722d67d8be94ed947ec34.jpg,题干图示,题目图示与结构参考,是,是,2,![[06ba87d6b8c8007ecee02b4a256f437fe2c666af6b2722d67d8be94ed947ec34.jpg]],✅保留图示,包含两个分子结构的图示，左侧为羧酸分子的双聚示意图，右侧为草酸与尿素的氢键结合结构图（H2C2O4·2CO(NH2)2），且下方带有文本标注。
真题/第26届初赛/无机和结构化学/题-026-5-1-晶胞分子比例计算.md,50,a70f4cfa64aa2083e0e6484c0998bd0b810e83aafc8c5cedf60e74c5e88ac525.jpg,题干图示,题目图示与结构参考,是,是,2,![[a70f4cfa64aa2083e0e6484c0998bd0b810e83aafc8c5cedf60e74c5e88ac525.jpg]],✅保留图示,超分子氢键网络结构图，展示了尿素分子与二羧酸分子之间的多重氢键相互作用
真题/第26届初赛/无机和结构化学/题-026-5-2-氢键二维结构.md,40,06ba87d6b8c8007ecee02b4a256f437fe2c666af6b2722d67d8be94ed947ec34.jpg,题干图示,题目图示与结构参考,是,是,2,![[06ba87d6b8c8007ecee02b4a256f437fe2c666af6b2722d67d8be94ed947ec34.jpg]],✅保留图示,包含两个分子结构的图示，左侧为羧酸分子的双聚示意图，右侧为草酸与尿素的氢键结合结构图（H2C2O4·2CO(NH2)2），且下方带有文本标注。
真题/第26届初赛/无机和结构化学/题-026-5-2-氢键二维结构.md,42,a70f4cfa64aa2083e0e6484c0998bd0b810e83aafc8c5cedf60e74c5e88ac525.jpg,题干图示,题目图示与结构参考,是,是,2,![[a70f4cfa64aa2083e0e6484c0998bd0b810e83aafc8c5cedf60e74c5e88ac525.jpg]],✅保留图示,超分子氢键网络结构图，展示了尿素分子与二羧酸分子之间的多重氢键相互作用
真题/第26届初赛/无机和结构化学/题-026-7-1-五硼酸根结构.md,41,9327fc7eeda9192f4eefdeed25458009a6f1f06e29ba11cc9b8df03927501f78.jpg,题干图示,题目图示与结构参考,是,是,2,![[9327fc7eeda9192f4eefdeed25458009a6f1f06e29ba11cc9b8df03927501f78.jpg]],,
真题/第26届初赛/无机和结构化学/题-026-7-1-五硼酸根结构.md,43,4e355579a145dcc5bfc04ec660757ad15865c921da65238c1127da1bda229e26.jpg,题干图示,题目图示与结构参考,是,是,2,![[4e355579a145dcc5bfc04ec660757ad15865c921da65238c1127da1bda229e26.jpg]],✅保留图示,分子结构：多硼酸根离子的环状结构，显示了硼氧键及羟基
真题/第26届初赛/无机和结构化学/题-026-7-2-硼酸盐pH分布.md,43,9327fc7eeda9192f4eefdeed25458009a6f1f06e29ba11cc9b8df03927501f78.jpg,题干图示,题目图示与结构参考,是,是,2,![[9327fc7eeda9192f4eefdeed25458009a6f1f06e29ba11cc9b8df03927501f78.jpg]],,
真题/第26届初赛/无机和结构化学/题-026-7-2-硼酸盐pH分布.md,45,4e355579a145dcc5bfc04ec660757ad15865c921da65238c1127da1bda229e26.jpg,题干图示,题目图示与结构参考,是,是,2,![[4e355579a145dcc5bfc04ec660757ad15865c921da65238c1127da1bda229e26.jpg]],✅保留图示,分子结构：多硼酸根离子的环状结构，显示了硼氧键及羟基
真题/第26届初赛/有机化学/题-026-10-辣椒素合成路线.md,45,82c4bba870b880581a420cb1266df9bb56d3cca1889ba5809024a514b5545e68.jpg,题干图示,题目图示与结构参考,是,否,1,![[82c4bba870b880581a420cb1266df9bb56d3cca1889ba5809024a514b5545e68.jpg]],,
真题/第26届初赛/有机化学/题-026-10-辣椒素合成路线.md,47,6a88ab8be264515560708a26a96510a59d58697f37ef2a1fae2e1f0c3923129b.jpg,题干图示,题目图示与结构参考,是,否,1,![[6a88ab8be264515560708a26a96510a59d58697f37ef2a1fae2e1f0c3923129b.jpg]],✅保留图示,分子结构：6-甲基-4-庚烯基溴的结构
真题/第26届初赛/有机化学/题-026-10-辣椒素合成路线.md,49,6c7079d731f4e557021fc1a98d910c4bb29c14dc2f8761c5b5f11dee51119c09.jpg,题干图示,题目图示与结构参考,是,否,1,![[6c7079d731f4e557021fc1a98d910c4bb29c14dc2f8761c5b5f11dee51119c09.jpg]],✅保留图示,分子结构：一种带有烯基侧链的丙二酸二乙酯衍生物B的结构
真题/第26届初赛/有机化学/题-026-10-辣椒素合成路线.md,51,7ccde802cb53adf8a788cd18920ec6c46765edcbba803ac10adf7c333272fb98.jpg,题干图示,题目图示与结构参考,是,否,1,![[7ccde802cb53adf8a788cd18920ec6c46765edcbba803ac10adf7c333272fb98.jpg]],,
真题/第26届初赛/有机化学/题-026-10-辣椒素合成路线.md,53,c1274319771dbc499afdee9cf648503d2afc181721e8fcc3436acc5cac87baed.jpg,题干图示,题目图示与结构参考,是,否,1,![[c1274319771dbc499afdee9cf648503d2afc181721e8fcc3436acc5cac87baed.jpg]],✅保留图示,化合物结构图，展示了标记为E的带有双键的酰氯衍生物分子结构
真题/第26届初赛/有机化学/题-026-10-辣椒素合成路线.md,55,e5d5c547d5a2d17d11a99a225a1acf3795be9a4b34934a2c6d55610c4a8dd154.jpg,题干图示,题目图示与结构参考,是,否,1,![[e5d5c547d5a2d17d11a99a225a1acf3795be9a4b34934a2c6d55610c4a8dd154.jpg]],✅保留图示,含有一个直链酰胺与被取代苯环连接的分子结构F，带有异丙基和甲氧基等取代基。
真题/第26届初赛/有机化学/题-026-10-辣椒素合成路线.md,57,898a4200f11410b60db343fa4236bc845cfbe97df51b78618456d8ce52d5ad9e.jpg,题干图示,题目图示与结构参考,是,否,1,![[898a4200f11410b60db343fa4236bc845cfbe97df51b78618456d8ce52d5ad9e.jpg]],,
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,38,9aaa0160ae5725c2a05b4589c42923d7e8709359f4a72d993ea03f0828bfdc17.jpg,题干图示,题目图示与结构参考,是,是,5,![[9aaa0160ae5725c2a05b4589c42923d7e8709359f4a72d993ea03f0828bfdc17.jpg]],✅保留图示,含有双键的环丙烯衍生物分子结构图
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,40,741bc4e421fc2afd028baedc52b8a50d05f7de06bfddb3fd9f28e76b6991a19e.jpg,题干图示,题目图示与结构参考,是,是,5,![[741bc4e421fc2afd028baedc52b8a50d05f7de06bfddb3fd9f28e76b6991a19e.jpg]],,
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,42,5b9d69a46432f89a7a525d69213f8de23546ebca881bdbb82d02a459b5b65989.jpg,题干图示,题目图示与结构参考,是,是,5,![[5b9d69a46432f89a7a525d69213f8de23546ebca881bdbb82d02a459b5b65989.jpg]],✅保留图示,"分子结构：1,4-二氢吡嗪的结构式"
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,44,7775e67e81d145558d6808c05b051da1398feef7e5a3c580b684ebebd1b82dfb.jpg,题干图示,题目图示与结构参考,是,是,5,![[7775e67e81d145558d6808c05b051da1398feef7e5a3c580b684ebebd1b82dfb.jpg]],,
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,46,8750520264fe0285d295ac4e812bfe00a39059d24737793a1941d4ddff60a253.jpg,题干图示,题目图示与结构参考,是,是,5,![[8750520264fe0285d295ac4e812bfe00a39059d24737793a1941d4ddff60a253.jpg]],,
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,48,acd853dc6c8d2eba7369da98ae23801c4c17fcccb2219b0c8beda0acdf075fa7.jpg,题干图示,题目图示与结构参考,是,是,5,![[acd853dc6c8d2eba7369da98ae23801c4c17fcccb2219b0c8beda0acdf075fa7.jpg]],✅保留图示,环状过氧化物生成及碱性裂解反应图，包含带有原子编号的反应物A和多环过氧化物C
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,50,1132f60e9dd4ba7c44388bd75b1dfc22238d5e7747f279f99290a0413f281168.jpg,题干图示,题目图示与结构参考,是,是,5,![[1132f60e9dd4ba7c44388bd75b1dfc22238d5e7747f279f99290a0413f281168.jpg]],✅保留图示,详细描述了烯烃（1-己烯）与醋酸汞发生羟汞化-脱汞反应的机理。包含电子转移箭头、环状汞鎓离子中间体被水进攻的过程，以及最终使用NaBH4还原生成马氏醇（2-己醇）的步骤，包含多种反应中间体结构。
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,52,44640ca2b1e7aba4041572fa1f7b1e70fe6c88e0373a7d049c08e641cb7e4972.jpg,题干图示,题目图示与结构参考,是,是,5,![[44640ca2b1e7aba4041572fa1f7b1e70fe6c88e0373a7d049c08e641cb7e4972.jpg]],✅保留图示,展示了一个分子内含有烯键和羟基的化合物发生的分子内羟汞化反应。羟基氧上的孤对电子进攻汞鎓离子形成五元环醚（四氢呋喃衍生物），然后脱汞生成产物B（2-甲基四氢呋喃）。
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,54,577ab1239d21b0b950f45ae09d3b6523412106ca5a35e65b15a6ce4696ae3432.jpg,题干图示,题目图示与结构参考,是,是,5,![[577ab1239d21b0b950f45ae09d3b6523412106ca5a35e65b15a6ce4696ae3432.jpg]],✅保留图示,分子结构：环庚三烯酮的偶极共振式结构，显示了环上的正电荷和氧上的负电荷
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,56,86fbd0ce908d25043b9ebe5ca8069e54b77301f04ca5fd976c6e9a4dd1275b42.jpg,题干图示,题目图示与结构参考,是,是,5,![[86fbd0ce908d25043b9ebe5ca8069e54b77301f04ca5fd976c6e9a4dd1275b42.jpg]],,
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,58,fe25026e474149d7cd0c7d0db20203b39bd214433c5696b74c1a763f4a7a1348.jpg,题干图示,题目图示与结构参考,是,是,5,![[fe25026e474149d7cd0c7d0db20203b39bd214433c5696b74c1a763f4a7a1348.jpg]],✅保留图示,化学方程式，含有环状烯醇衍生物A与未知物B反应，生成带有三元过氧环或类似桥环结构的产物C，带有原子编号。
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,60,e8aac41e76c9516e72d54fc166f4c2bfcd8b347bccf386558075a008b409f099.jpg,题干图示,题目图示与结构参考,是,是,5,![[e8aac41e76c9516e72d54fc166f4c2bfcd8b347bccf386558075a008b409f099.jpg]],✅保留图示,展示了一个环状过氧化物负离子分子的电子转移及键断裂机理，标有字母'a'和'b'以及弯箭头。
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,62,d38b2faa0e957da410c2a30d8fe06ce1e412da5cd7d7d5ff476096c2219e82ff.jpg,题干图示,题目图示与结构参考,是,是,5,![[d38b2faa0e957da410c2a30d8fe06ce1e412da5cd7d7d5ff476096c2219e82ff.jpg]],✅保留图示,展示有机反应机理的一系列分子结构变化，带有电子转移箭头，并标注了'生成单线态氧，不稳定'。
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,64,71b570e71e626603246d12d48cb0b7b265fed247a9708eea93aab17caa1687a3.jpg,题干图示,题目图示与结构参考,是,是,5,![[71b570e71e626603246d12d48cb0b7b265fed247a9708eea93aab17caa1687a3.jpg]],,
真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md,66,a1dadc9283c893c7aa9ffe9de768fe31ec374cf1391dac1c47cc154ac316c1a3.jpg,题干图示,题目图示与结构参考,是,是,5,![[a1dadc9283c893c7aa9ffe9de768fe31ec374cf1391dac1c47cc154ac316c1a3.jpg]],✅保留图示,羟醛缩合反应图，展示了开链二羰基化合物在氢氧化钠水溶液中关环生成环己烯酮衍生物的过程
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,44,9aaa0160ae5725c2a05b4589c42923d7e8709359f4a72d993ea03f0828bfdc17.jpg,题干图示,题目图示与结构参考,是,是,5,![[9aaa0160ae5725c2a05b4589c42923d7e8709359f4a72d993ea03f0828bfdc17.jpg]],✅保留图示,含有双键的环丙烯衍生物分子结构图
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,46,741bc4e421fc2afd028baedc52b8a50d05f7de06bfddb3fd9f28e76b6991a19e.jpg,题干图示,题目图示与结构参考,是,是,5,![[741bc4e421fc2afd028baedc52b8a50d05f7de06bfddb3fd9f28e76b6991a19e.jpg]],,
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,48,5b9d69a46432f89a7a525d69213f8de23546ebca881bdbb82d02a459b5b65989.jpg,题干图示,题目图示与结构参考,是,是,5,![[5b9d69a46432f89a7a525d69213f8de23546ebca881bdbb82d02a459b5b65989.jpg]],✅保留图示,"分子结构：1,4-二氢吡嗪的结构式"
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,50,7775e67e81d145558d6808c05b051da1398feef7e5a3c580b684ebebd1b82dfb.jpg,题干图示,题目图示与结构参考,是,是,5,![[7775e67e81d145558d6808c05b051da1398feef7e5a3c580b684ebebd1b82dfb.jpg]],,
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,52,8750520264fe0285d295ac4e812bfe00a39059d24737793a1941d4ddff60a253.jpg,题干图示,题目图示与结构参考,是,是,5,![[8750520264fe0285d295ac4e812bfe00a39059d24737793a1941d4ddff60a253.jpg]],,
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,54,acd853dc6c8d2eba7369da98ae23801c4c17fcccb2219b0c8beda0acdf075fa7.jpg,题干图示,题目图示与结构参考,是,是,5,![[acd853dc6c8d2eba7369da98ae23801c4c17fcccb2219b0c8beda0acdf075fa7.jpg]],✅保留图示,环状过氧化物生成及碱性裂解反应图，包含带有原子编号的反应物A和多环过氧化物C
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,56,1132f60e9dd4ba7c44388bd75b1dfc22238d5e7747f279f99290a0413f281168.jpg,题干图示,题目图示与结构参考,是,是,5,![[1132f60e9dd4ba7c44388bd75b1dfc22238d5e7747f279f99290a0413f281168.jpg]],✅保留图示,详细描述了烯烃（1-己烯）与醋酸汞发生羟汞化-脱汞反应的机理。包含电子转移箭头、环状汞鎓离子中间体被水进攻的过程，以及最终使用NaBH4还原生成马氏醇（2-己醇）的步骤，包含多种反应中间体结构。
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,58,44640ca2b1e7aba4041572fa1f7b1e70fe6c88e0373a7d049c08e641cb7e4972.jpg,题干图示,题目图示与结构参考,是,是,5,![[44640ca2b1e7aba4041572fa1f7b1e70fe6c88e0373a7d049c08e641cb7e4972.jpg]],✅保留图示,展示了一个分子内含有烯键和羟基的化合物发生的分子内羟汞化反应。羟基氧上的孤对电子进攻汞鎓离子形成五元环醚（四氢呋喃衍生物），然后脱汞生成产物B（2-甲基四氢呋喃）。
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,60,577ab1239d21b0b950f45ae09d3b6523412106ca5a35e65b15a6ce4696ae3432.jpg,题干图示,题目图示与结构参考,是,是,5,![[577ab1239d21b0b950f45ae09d3b6523412106ca5a35e65b15a6ce4696ae3432.jpg]],✅保留图示,分子结构：环庚三烯酮的偶极共振式结构，显示了环上的正电荷和氧上的负电荷
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,62,86fbd0ce908d25043b9ebe5ca8069e54b77301f04ca5fd976c6e9a4dd1275b42.jpg,题干图示,题目图示与结构参考,是,是,5,![[86fbd0ce908d25043b9ebe5ca8069e54b77301f04ca5fd976c6e9a4dd1275b42.jpg]],,
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,64,fe25026e474149d7cd0c7d0db20203b39bd214433c5696b74c1a763f4a7a1348.jpg,题干图示,题目图示与结构参考,是,是,5,![[fe25026e474149d7cd0c7d0db20203b39bd214433c5696b74c1a763f4a7a1348.jpg]],✅保留图示,化学方程式，含有环状烯醇衍生物A与未知物B反应，生成带有三元过氧环或类似桥环结构的产物C，带有原子编号。
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,66,e8aac41e76c9516e72d54fc166f4c2bfcd8b347bccf386558075a008b409f099.jpg,题干图示,题目图示与结构参考,是,是,5,![[e8aac41e76c9516e72d54fc166f4c2bfcd8b347bccf386558075a008b409f099.jpg]],✅保留图示,展示了一个环状过氧化物负离子分子的电子转移及键断裂机理，标有字母'a'和'b'以及弯箭头。
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,68,d38b2faa0e957da410c2a30d8fe06ce1e412da5cd7d7d5ff476096c2219e82ff.jpg,题干图示,题目图示与结构参考,是,是,5,![[d38b2faa0e957da410c2a30d8fe06ce1e412da5cd7d7d5ff476096c2219e82ff.jpg]],✅保留图示,展示有机反应机理的一系列分子结构变化，带有电子转移箭头，并标注了'生成单线态氧，不稳定'。
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,70,71b570e71e626603246d12d48cb0b7b265fed247a9708eea93aab17caa1687a3.jpg,题干图示,题目图示与结构参考,是,是,5,![[71b570e71e626603246d12d48cb0b7b265fed247a9708eea93aab17caa1687a3.jpg]],,
真题/第26届初赛/有机化学/题-026-11-2-芳香性判断.md,72,a1dadc9283c893c7aa9ffe9de768fe31ec374cf1391dac1c47cc154ac316c1a3.jpg,题干图示,题目图示与结构参考,是,是,5,![[a1dadc9283c893c7aa9ffe9de768fe31ec374cf1391dac1c47cc154ac316c1a3.jpg]],✅保留图示,羟醛缩合反应图，展示了开链二羰基化合物在氢氧化钠水溶液中关环生成环己烯酮衍生物的过程
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,38,9aaa0160ae5725c2a05b4589c42923d7e8709359f4a72d993ea03f0828bfdc17.jpg,题干图示,题目图示与结构参考,是,是,5,![[9aaa0160ae5725c2a05b4589c42923d7e8709359f4a72d993ea03f0828bfdc17.jpg]],✅保留图示,含有双键的环丙烯衍生物分子结构图
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,40,741bc4e421fc2afd028baedc52b8a50d05f7de06bfddb3fd9f28e76b6991a19e.jpg,题干图示,题目图示与结构参考,是,是,5,![[741bc4e421fc2afd028baedc52b8a50d05f7de06bfddb3fd9f28e76b6991a19e.jpg]],,
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,42,5b9d69a46432f89a7a525d69213f8de23546ebca881bdbb82d02a459b5b65989.jpg,题干图示,题目图示与结构参考,是,是,5,![[5b9d69a46432f89a7a525d69213f8de23546ebca881bdbb82d02a459b5b65989.jpg]],✅保留图示,"分子结构：1,4-二氢吡嗪的结构式"
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,44,7775e67e81d145558d6808c05b051da1398feef7e5a3c580b684ebebd1b82dfb.jpg,题干图示,题目图示与结构参考,是,是,5,![[7775e67e81d145558d6808c05b051da1398feef7e5a3c580b684ebebd1b82dfb.jpg]],,
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,46,8750520264fe0285d295ac4e812bfe00a39059d24737793a1941d4ddff60a253.jpg,题干图示,题目图示与结构参考,是,是,5,![[8750520264fe0285d295ac4e812bfe00a39059d24737793a1941d4ddff60a253.jpg]],,
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,48,acd853dc6c8d2eba7369da98ae23801c4c17fcccb2219b0c8beda0acdf075fa7.jpg,题干图示,题目图示与结构参考,是,是,5,![[acd853dc6c8d2eba7369da98ae23801c4c17fcccb2219b0c8beda0acdf075fa7.jpg]],✅保留图示,环状过氧化物生成及碱性裂解反应图，包含带有原子编号的反应物A和多环过氧化物C
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,50,1132f60e9dd4ba7c44388bd75b1dfc22238d5e7747f279f99290a0413f281168.jpg,题干图示,题目图示与结构参考,是,是,5,![[1132f60e9dd4ba7c44388bd75b1dfc22238d5e7747f279f99290a0413f281168.jpg]],✅保留图示,详细描述了烯烃（1-己烯）与醋酸汞发生羟汞化-脱汞反应的机理。包含电子转移箭头、环状汞鎓离子中间体被水进攻的过程，以及最终使用NaBH4还原生成马氏醇（2-己醇）的步骤，包含多种反应中间体结构。
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,52,44640ca2b1e7aba4041572fa1f7b1e70fe6c88e0373a7d049c08e641cb7e4972.jpg,题干图示,题目图示与结构参考,是,是,5,![[44640ca2b1e7aba4041572fa1f7b1e70fe6c88e0373a7d049c08e641cb7e4972.jpg]],✅保留图示,展示了一个分子内含有烯键和羟基的化合物发生的分子内羟汞化反应。羟基氧上的孤对电子进攻汞鎓离子形成五元环醚（四氢呋喃衍生物），然后脱汞生成产物B（2-甲基四氢呋喃）。
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,54,577ab1239d21b0b950f45ae09d3b6523412106ca5a35e65b15a6ce4696ae3432.jpg,题干图示,题目图示与结构参考,是,是,5,![[577ab1239d21b0b950f45ae09d3b6523412106ca5a35e65b15a6ce4696ae3432.jpg]],✅保留图示,分子结构：环庚三烯酮的偶极共振式结构，显示了环上的正电荷和氧上的负电荷
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,56,86fbd0ce908d25043b9ebe5ca8069e54b77301f04ca5fd976c6e9a4dd1275b42.jpg,题干图示,题目图示与结构参考,是,是,5,![[86fbd0ce908d25043b9ebe5ca8069e54b77301f04ca5fd976c6e9a4dd1275b42.jpg]],,
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,58,fe25026e474149d7cd0c7d0db20203b39bd214433c5696b74c1a763f4a7a1348.jpg,题干图示,题目图示与结构参考,是,是,5,![[fe25026e474149d7cd0c7d0db20203b39bd214433c5696b74c1a763f4a7a1348.jpg]],✅保留图示,化学方程式，含有环状烯醇衍生物A与未知物B反应，生成带有三元过氧环或类似桥环结构的产物C，带有原子编号。
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,60,e8aac41e76c9516e72d54fc166f4c2bfcd8b347bccf386558075a008b409f099.jpg,题干图示,题目图示与结构参考,是,是,5,![[e8aac41e76c9516e72d54fc166f4c2bfcd8b347bccf386558075a008b409f099.jpg]],✅保留图示,展示了一个环状过氧化物负离子分子的电子转移及键断裂机理，标有字母'a'和'b'以及弯箭头。
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,62,d38b2faa0e957da410c2a30d8fe06ce1e412da5cd7d7d5ff476096c2219e82ff.jpg,题干图示,题目图示与结构参考,是,是,5,![[d38b2faa0e957da410c2a30d8fe06ce1e412da5cd7d7d5ff476096c2219e82ff.jpg]],✅保留图示,展示有机反应机理的一系列分子结构变化，带有电子转移箭头，并标注了'生成单线态氧，不稳定'。
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,64,71b570e71e626603246d12d48cb0b7b265fed247a9708eea93aab17caa1687a3.jpg,题干图示,题目图示与结构参考,是,是,5,![[71b570e71e626603246d12d48cb0b7b265fed247a9708eea93aab17caa1687a3.jpg]],,
真题/第26届初赛/有机化学/题-026-11-3-臭氧B名称.md,66,a1dadc9283c893c7aa9ffe9de768fe31ec374cf1391dac1c47cc154ac316c1a3.jpg,题干图示,题目图示与结构参考,是,是,5,![[a1dadc9283c893c7aa9ffe9de768fe31ec374cf1391dac1c47cc154ac316c1a3.jpg]],✅保留图示,羟醛缩合反应图，展示了开链二羰基化合物在氢氧化钠水溶液中关环生成环己烯酮衍生物的过程
真题/第26届初赛/有机化学/题-026-11-4-圈出来自A的氧原子.md,38,9aaa0160ae5725c2a05b4589c42923d7e8709359f4a72d993ea03f0828bfdc17.jpg,题干图示,题目图示与结构参考,是,是,5,![[9aaa0160ae5725c2a05b4589c42923d7e8709359f4a72d993ea03f0828bfdc17.jpg]],✅保留图示,含有双键的环丙烯衍生物分子结构图
真题/第26届初赛/有机化学/题-026-11-4-圈出来自A的氧原子.md,40,741bc4e421fc2afd028baedc52b8a50d05f7de06bfddb3fd9f28e76b6991a19e.jpg,题干图示,题目图示与结构参考,是,是,5,![[741bc4e421fc2afd028baedc52b8a50d05f7de06bfddb3fd9f28e76b6991a19e.jpg]],,
真题/第26届初赛/有机化学/题-026-11-4-圈出来自A的氧原子.md,42,5b9d69a46432f89a7a525d69213f8de23546ebca881bdbb82d02a459b5b65989.jpg,题干图示,题目图示与结构参考,是,是,5,![[5b9d69a46432f89a7a525d69213f8de23546ebca881bdbb82d02a459b5b65989.jpg]],✅保留图示,"分子结构：1,4-二氢吡嗪的结构式"
真题/第26届初赛/有机化学/题-026-11-4-圈出来自A的氧原子.md,44,7775e67e81d145558d6808c05b051da1398feef7e5a3c580b684ebebd1b82dfb.jpg,题干图示,题目图示与结构参考,是,是,5,![[7775e67e81d145558d6808c05b051da1398feef7e5a3c580b684ebebd1b82dfb.jpg]],,
真题/第26届初赛/有机化学/题-026-11-4-圈出来自A的氧原子.md,46,8750520264fe0285d295ac4e812bfe00a39059d24737793a1941d4ddff60a253.jpg,题干图示,题目图示与结构参考,是,是,5,![[8750520264fe0285d295ac4e812bfe00a39059d24737793a1941d4ddff60a253.jpg]],,
真题/第26届初赛/有机化学/题-026-11-4-圈出来自A的氧原子.md,48,acd853dc6c8d2eba7369da98ae23801c4c17fcccb2219b0c8beda0acdf075fa7.jpg,题干图示,题目图示与结构参考,是,是,5,![[acd853dc6c8d2eba7369da98ae23801c4c17fcccb2219b0c8beda0acdf075fa7.jpg]],✅保留图示,环状过氧化物生成及碱性裂解反应图，包含带有原子编号的反应物A和多环过氧化物C
真题/第26届初赛/有机化学/题-026-11-4-圈出来自A的氧原子.md,50,1132f60e9dd4ba7c44388bd75b1dfc22238d5e7747f279f99290a0413f281168.jpg,题干图示,题目图示与结构参考,是,是,5,![[1132f60e9dd4ba7c44388bd75b1dfc22238d5e7747f279f99290a0413f281168.jpg]],✅保留图示,详细描述了烯烃（1-己烯）与醋酸汞发生羟汞化-脱汞反应的机理。包含电子转移箭头、环状汞鎓离子中间体被水进攻的过程，以及最终使用NaBH4还原生成马氏醇（2-己醇）的步骤，包含多种反应中间体结构。
真题/第26届初赛/有机化学/题-026-11-4-圈出来自A的氧原子.md,52,44640ca2b1e7aba4041572fa1f7b1e70fe6c88e0373a7d049c08e641cb7e4972.jpg,题干图示,题目图示与结构参考,是,是,5,![[44640ca2b1e7aba4041572fa1f7b1e70fe6c88e0373a7d049c08e641cb7e4972.jpg]],✅保留图示,展示了一个分子内含有烯键和羟基的化合物发生的分子内羟汞化反应。羟基氧上的孤对电子进攻汞鎓离子形成五元环醚（四氢呋喃衍生物），然后脱汞生成产物B（2-甲基四氢呋喃）。
真题/第26届初赛/有机化学/题-026-11-4-圈出来自A的氧原子.md,54,577ab1239d21b0b950f45ae09d3b6523412106ca5a35e65b15a6ce4696ae3432.jpg,题干图示,题目图示与结构参考,是,是,5,![[577ab1239d21b0b950f45ae09d3b6523412106ca5a35e65b15a6ce4696ae3432.jpg]],✅保留图示,分子结构：环庚三烯酮的偶极共振式结构，显示了环上的正电荷和氧上的负电荷
