"Dir","Src","Target"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-053-初赛讲义-溶液与化学分析-习题9.42.md","摩尔消光系数"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-053-初赛讲义-溶液与化学分析-习题9.42.md","维生素C"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-053-初赛讲义-溶液与化学分析-习题9.43.md","多组分测定"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-053-初赛讲义-溶液与化学分析-习题9.43.md","吸光度加和性"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-053-初赛讲义-溶液与化学分析-习题9.43.md","硝酸根吸收"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-054-初赛讲义-溶液与化学分析-习题9.31.md","磷酸平衡"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-055-初赛讲义-溶液与化学分析-习题9.32.md","沉淀溶解损失"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-055-初赛讲义-溶液与化学分析-习题9.32.md","磷测定"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-056-初赛讲义-溶液与化学分析-习题9.33.md","弱酸近似"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-056-初赛讲义-溶液与化学分析-习题9.33.md","醋酸"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-056-初赛讲义-溶液与化学分析-习题9.33.md","近似条件"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-057-初赛讲义-晶体结构-习题7.54.md","多面体"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-057-初赛讲义-溶液与化学分析-习题9.34.md","阿司匹林"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-057-初赛讲义-溶液与化学分析-习题9.34.md","滴定误差"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-058-初赛讲义-溶液与化学分析-习题9.36.md","滴定误差"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-058-初赛讲义-溶液与化学分析-习题9.36.md","钙镁分离"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-059-初赛讲义-溶液与化学分析-习题9.39.md","配合平衡"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-059-初赛讲义-溶液与化学分析-习题9.39.md","银氨配合物"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-059-初赛讲义-溶液与化学分析-习题9.47.md","硫化锌"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-060-初赛讲义-溶液与化学分析-习题9.48.md","溶剂萃取"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-061-初赛讲义-溶液与化学分析-习题9.50.md","氨盐分析"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-061-初赛讲义-溶液与化学分析-习题9.50.md","氮含量测定"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-061-初赛讲义-溶液与化学分析-习题9.51.md","痕量分析"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-061-初赛讲义-溶液与化学分析-习题9.51.md","沉淀法"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-061-初赛讲义-溶液与化学分析-习题9.51.md","铋测定"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-062-初赛讲义-溶液与化学分析-习题9.52.md","砷化合物"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-063-初赛讲义-溶液与化学分析-习题9.54.md","砷化物分析"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-063-初赛讲义-溶液与化学分析-习题9.54.md","鹤顶红"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-063-初赛讲义-溶液与化学分析-习题9.56.md","硫化铵"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-063-初赛讲义-溶液与化学分析-习题9.56.md","蒸馏法"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-063-初赛讲义-溶液与化学分析-习题9.57.md","KI纯度测定"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-063-初赛讲义-溶液与化学分析-习题9.57.md","碘酸钾"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-063-初赛讲义-溶液与化学分析-习题9.59.md","五步碘量法"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-063-初赛讲义-溶液与化学分析-习题9.59.md","二氧化氯"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-067-初赛讲义-溶液与化学分析-习题9.35.md","滴定误差"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-069-初赛讲义-晶体结构-习题7.66.md","量子点"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-069-初赛讲义-晶体结构-习题7.66.md","半导体"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-070-初赛讲义-溶液与化学分析-习题9.40.md","沉淀平衡"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-072-初赛讲义-晶体结构-习题7.23.md","稀土永磁体"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-072-初赛讲义-溶液与化学分析-习题9.45.md","二聚平衡"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-073-初赛讲义-晶体结构-习题7.28.md","结晶水合物"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-073-初赛讲义-溶液与化学分析-习题9.46.md","铀化学"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-074-初赛讲义-溶液与化学分析-习题9.49.md","渗透平衡"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-074-初赛讲义-溶液与化学分析-习题9.49.md","结合常数"
"04-题库","04-题库/教材习题/化学竞赛初赛讲义/题-075-初赛讲义-溶液与化学分析-习题9.53.md","磷的测定"
"04-题库","04-题库/教材习题/物理化学Atkins/主题10-分子对称性-习题.md","不可约表示"
"04-题库","04-题库/教材习题/物理化学Atkins/主题10-分子对称性-习题.md","特征标表"
"04-题库","04-题库/教材习题/物理化学Atkins/主题17-19-动力学与表面过程-习题.md","反应速率方程"
"04-题库","04-题库/教材习题/物理化学Atkins/主题17-19-动力学与表面过程-习题.md","分子碰撞理论"
"04-题库","04-题库/教材习题/物理化学Atkins/主题17-19-动力学与表面过程-习题.md","吸附等温线"
"04-题库","04-题库/教材习题/物理化学Atkins/主题2-3-热力学定律-习题.md","功的计算"
"04-题库","04-题库/教材习题/物理化学Atkins/主题2-3-热力学定律-习题.md","热容与焓变"
"04-题库","04-题库/教材习题/物理化学Atkins/主题2-3-热力学定律-习题.md","相变熵变"
"04-题库","04-题库/教材习题/物理化学Atkins/主题7-8-9-量子理论与结构-习题.md","薛定谔方程"
"04-题库","04-题库/教材习题/物理化学Atkins/主题7-8-9-量子理论与结构-习题.md","氢原子轨道"
"04-题库","04-题库/教材习题/物理化学Atkins/主题7-8-9-量子理论与结构-习题.md","黑体辐射"
"04-题库","04-题库/有机化学/亲核取代与消除反应/题-有机-消除-霍夫曼消除特殊情况分析.md","消除方向选择性"
"04-题库","04-题库/有机化学/加成反应/题-有机-加成-共轭二烯12与14加成.md","动力学与热力学控制"
"04-题库","04-题库/有机化学/加成反应/题-有机-加成-溴甲醇溶液加成产物判断.md","反式加成"
"04-题库","04-题库/有机化学/周环反应/题-有机-周环-s-cis固定trans构型DA判断.md","s-cis构象"
"04-题库","04-题库/有机化学/有机合成与金属有机/题-有机-合成-C与H活化在全合成中的应用.md","导向基策略"
"04-题库","04-题库/有机化学/有机合成与金属有机/题-有机-合成-保护基策略与正交性.md","正交性"
"04-题库","04-题库/有机化学/有机合成与金属有机/题-有机-合成-烯烃复分解反应.md","Grubbs催化剂"
"04-题库","04-题库/有机化学/有机合成与金属有机/题-有机-合成-连续多步合成路线综合.md","酰氯合成"
"04-题库","04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-共振与酸性判断冲突分析.md","酸性比较"
"04-题库","04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-共振与酸性判断冲突分析.md","负电荷离域"
"04-题库","04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-共轭稳定化能计算.md","稳定化能"
"04-题库","04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-共轭稳定化能计算.md","1,3-丁二烯"
"04-题库","04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-环大小与分子内反应速率.md","熵效应"
"04-题库","04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-聚合物单体推断陷阱题.md","单体推断"
"04-题库","04-题库/有机化学/有机结构基础与电子效应/题-有机-结构-胺的碱性排序综合分析.md","杂化效应"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-IR-3000以上吸收峰判断.md","C-H伸缩振动"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-IR-C与D键波数比较.md","氘代标记"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-IR-C与N键波数排序.md","力常数"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-IR-不同杂化C-H波数排序.md","s轨道成分"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-IR约化质量与波数关系.md","约化质量"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-MS-含Cl同位素峰强度比.md","氯同位素"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-MS-含双Cl同位素峰强度比.md","二项式分布"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-NMR-二乙基醚类信号数判断.md","磁等价"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-NMR-二乙基醚类信号数判断.md","偶合裂分"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-NMR-二甲苯异构体信号数.md","对二甲苯"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-NMR-二甲苯异构体信号数.md","邻二甲苯"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-NMR-二甲苯异构体信号数.md","间二甲苯"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-UV-吸收与共轭体系判断.md","λmax"
"04-题库","04-题库/有机化学/波谱分析/题-有机-波谱-UV-吸收与共轭体系判断.md","Woodward规则"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-亚胺正离子催化机理.md","亚胺正离子"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-亚胺正离子催化机理.md","烯胺催化"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-亚胺正离子催化机理.md","羰基活化"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-亚胺正离子催化机理.md","有机催化"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-动力学与热力学产物预测.md","可逆反应"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-动力学同位素效应与中间体捕获.md","中间体捕获"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-卡宾的Simmons-Smith环丙烷化.md","卡宾等价体"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-卡宾的Simmons-Smith环丙烷化.md","有机锌"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-卡宾的生成与单线态三线态.md","单线态卡宾"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-卡宾的生成与单线态三线态.md","三线态卡宾"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-卡宾的生成与单线态三线态.md","碳烯"
"04-题库","04-题库/有机化学/活性中间体与反应机理/题-有机-中间体-碳正离子碳负离子自由基稳定性比较.md","碳负离子稳定性"
"04-题库","04-题库/有机化学/立体化学与区域选择性/题-有机-立体-化学选择性区域选择性立体选择性统一框架.md","合成策略"
"04-题库","04-题库/有机化学/立体化学与区域选择性/题-有机-立体-手性分子RS构型判断.md","R/S构型标记"
"04-题库","04-题库/有机化学/立体化学与区域选择性/题-有机-立体-桥环化合物立体异构体计数.md","桥环化合物"
"04-题库","04-题库/有机化学/立体化学与区域选择性/题-有机-立体-桥环化合物立体异构体计数.md","桥头锁定效应"
"04-题库","04-题库/有机化学/索引.md","题-有机-结构-手性分子对称性判断"
"04-题库","04-题库/有机化学/索引.md","题-有机-结构-六元环构象稳定性分析"
"04-题库","04-题库/有机化学/羰基化学与缩合反应/题-有机-羰基-Evans Aldol过渡态分析.md","硼烯醇盐"
"04-题库","04-题库/有机化学/羰基化学与缩合反应/题-有机-羰基-Evans Aldol过渡态分析.md","手性辅基"
"04-题库","04-题库/有机化学/羰基化学与缩合反应/题-有机-羰基-酰基转化完整链路网络.md","酰基转化"
"04-题库","04-题库/有机化学/羰基化学与缩合反应/题-有机-羰基-酰基转化完整链路网络.md","活性顺序"
"04-题库","04-题库/有机化学/自由基反应/题-有机-自由基-分子内环化与Baldwin规则.md","自由基环化"
"04-题库","04-题库/有机化学/自由基反应/题-有机-自由基-分子内环化与Baldwin规则.md","5-exo-trig"
"04-题库","04-题库/有机化学/自由基反应/题-有机-自由基-分子内环化与Baldwin规则.md","6-endo-trig"
"04-题库","04-题库/有机化学/重排反应/题-有机-重排-BaeyerVilliger重排.md","BaeyerVilliger重排"
"04-题库","04-题库/有机化学/重排反应/题-有机-重排-BaeyerVilliger重排.md","过氧酸氧化"
"04-题库","04-题库/有机化学/重排反应/题-有机-重排-BaeyerVilliger重排.md","迁移能力"
"04-题库","04-题库/有机化学/重排反应/题-有机-重排-Beckmann重排扩环.md","酮肟"
"04-题库","04-题库/有机化学/重排反应/题-有机-重排-Favorskii重排缩环.md","环丙酮中间体"
"04-题库","04-题库/有机化学/重排反应/题-有机-重排-Favorskii重排缩环.md","缩环反应"
"04-题库","04-题库/有机化学/重排反应/题-有机-重排-WagnerMeerwein标记追踪.md","WagnerMeerwein重排"
"04-题库","04-题库/有机化学/重排反应/题-有机-重排-邻基参与碱性vs弱碱对比.md","构型保持"
"04-题库","04-题库/真题/第25届初赛/分析化学/题-025-4-3-Co氧化数与氧缺陷计算.md","氧化还原计算"
"04-题库","04-题库/真题/第25届初赛/化学原理/题-025-1-1-居里夫人发现元素.md","化学史"
"04-题库","04-题库/真题/第25届初赛/化学原理/题-025-1-2-Ti红氧化与CuCl沉淀.md","Ti氧化还原"
"04-题库","04-题库/真题/第25届初赛/化学原理/题-025-6-1-NO2浓度变化计算.md","Kp平衡计算"
"04-题库","04-题库/真题/第25届初赛/无机和结构化学/题-025-2-2-磁矩计算.md","磁矩公式"
"04-题库","04-题库/真题/第25届初赛/无机和结构化学/题-025-2-3-配合物手性判据.md","手性判据"
"04-题库","04-题库/真题/第25届初赛/无机和结构化学/题-025-2-3-配合物手性判据.md","对称面·对称中心"
"04-题库","04-题库/真题/第25届初赛/无机和结构化学/题-025-2-5-六氨合钴合成机理.md","Co配位化学"
"04-题库","04-题库/真题/第25届初赛/无机和结构化学/题-025-3-锂氮氢化物储氢.md","Li/N化学"
"04-题库","04-题库/真题/第25届初赛/无机和结构化学/题-025-5-1-Wilkinson催化剂结构.md","16e规则"
"04-题库","04-题库/真题/第25届初赛/无机和结构化学/题-025-5-1-Wilkinson催化剂结构.md","dsp2杂化"
"04-题库","04-题库/真题/第25届初赛/无机和结构化学/题-025-5-3-配合物氧化态.md","氧化态计算"
"04-题库","04-题库/真题/第25届初赛/无机和结构化学/题-025-5-5-顺磁性抗磁性判断.md","顺磁性·抗磁性"
"04-题库","04-题库/真题/第25届初赛/无机和结构化学/题-025-7-1-金刚石晶胞键连.md","金刚石结构"
"04-题库","04-题库/真题/第25届初赛/无机和结构化学/题-025-7-3-六方ZnS晶胞框选.md","六方ZnS结构"
"04-题库","04-题库/真题/第25届初赛/有机化学/题-025-8-1-维生素A不饱和度.md","不饱和度公式"
"04-题库","04-题库/真题/第25届初赛/有机化学/题-025-9-1-有机推断结构式.md","酯水解"
"04-题库","04-题库/真题/第26届初赛/分析化学/题-026-3-1-KMnO4滴定草酸.md","KMnO₄滴定"
"04-题库","04-题库/真题/第26届初赛/无机和结构化学/题-026-2-4-B2Cl4醇解.md","醇解反应"
"04-题库","04-题库/真题/第26届初赛/无机和结构化学/题-026-4-1-Co配合物立体异构.md","trans构型"
"04-题库","04-题库/真题/第26届初赛/无机和结构化学/题-026-7-2-硼酸盐pH分布.md","pH分布图"
"04-题库","04-题库/真题/第26届初赛/有机化学/题-026-11-1-羟汞化反应产物.md","羟汞化反应"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-1-Cu元素推断与晶体.md","碘量法原理"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-1-Cu元素推断与晶体.md","铜元素化学"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-1-Cu元素推断与晶体.md","分子晶体与离子晶体辨析"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-1-Cu元素推断与晶体.md","Cu2O晶胞结构"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-1-Cu元素推断与晶体.md","配位场理论与d-d跃迁"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-1-Cu元素推断与晶体.md","晶胞参数与原子间距计算"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-10-喹啉三组分反应.md","喹啉的亲核加成"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-10-喹啉三组分反应.md","芳香性与芳构化能"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-10-喹啉三组分反应.md","碳负离子化学"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-10-喹啉三组分反应.md","多组分反应设计"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-2-活塞气体平衡.md","反应商与平衡常数判据"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-2-活塞气体平衡.md","等效平衡条件"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-3-Ksp与电化学平衡.md","溶度积Ksp与溶解度"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-3-Ksp与电化学平衡.md","多重平衡计算"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-3-Ksp与电化学平衡.md","氧化还原溶解"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-3-Ksp与电化学平衡.md","弱酸电离常数"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-3-Ksp与电化学平衡.md","标准电极电位"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-4-EDTA滴定PbBiNi.md","EDTA配位滴定原理"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-4-EDTA滴定PbBiNi.md","掩蔽与解蔽技术"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-4-EDTA滴定PbBiNi.md","酸效应系数"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-4-EDTA滴定PbBiNi.md","辅助配位效应"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-5-HgBaCuO超导晶体.md","晶体密度计算"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-5-HgBaCuO超导晶体.md","d电子构型与几何构型"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-6-多相平衡NaHCO3.md","相律与自由度"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-6-多相平衡NaHCO3.md","分解平衡与Kp"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-6-多相平衡NaHCO3.md","水蒸气压与饱和蒸气压"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-7-电解与Pd催化.md","电解与分解电压"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-7-电解与Pd催化.md","Wacker法催化机理"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-7-电解与Pd催化.md","配位化学与催化"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-7-电解与Pd催化.md","速率方程与反应级数"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-8-有机反应产物.md","有机反应类型"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-8-有机反应产物.md","亲核取代与消除"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-8-有机反应产物.md","立体化学与反应选择性"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-9-山梨醇生物质转化.md","Fischer投影式与糖的结构"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-9-山梨醇生物质转化.md","分子内脱水"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-9-山梨醇生物质转化.md","立体化学与非对映选择性"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-9-山梨醇生物质转化.md","碳水化合物化学"
"04-题库","04-题库/真题/第28届决赛/理论/题-028决-9-山梨醇生物质转化.md","硝酸酯化学"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-2-催化动力学光度法测定锰.md","催化动力学"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-2-催化动力学光度法测定锰.md","反应级数深化"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-2-催化动力学光度法测定锰.md","Arrhenius方程深化"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-3-钙离子拮抗剂合成.md","Hantzsch反应深化"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-3-钙离子拮抗剂合成.md","杂环合成深化"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-4-石硫合剂的制备与性质.md","硫代硫酸盐"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-4-石硫合剂的制备与性质.md","金的提取"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-4-石硫合剂的制备与性质.md","农药化学"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-4-石硫合剂的制备与性质.md","硫化学深化"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-4-石硫合剂的制备与性质.md","多硫化物深化"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-5-消除反应与构象分析.md","烯烃性质"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-5-消除反应与构象分析.md","E2反应深化"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-5-消除反应与构象分析.md","构象分析深化"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-6-银硫簇合物结构.md","聚集诱导发光"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-6-银硫簇合物结构.md","多面体几何"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-6-银硫簇合物结构.md","光致发光"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-6-银硫簇合物结构.md","金属簇合物深化"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-6-银硫簇合物结构.md","聚集诱导发光深化"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-8-佐米曲坦合成.md","吲哚化学"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-8-佐米曲坦合成.md","Fischer吲哚合成深化"
"04-题库","04-题库/真题/第33届决赛/理论/题-33决理-8-佐米曲坦合成.md","药物合成深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-1-卡宾化学与硅磷化合物.md","弯键"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-1-卡宾化学与硅磷化合物.md","张力分子"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-1-卡宾化学与硅磷化合物.md","化学键理论深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-1-CO2传感器pH计算.md","Henderson-Hasselbalch方程"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-1-CO2传感器pH计算.md","CO2传感器"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-1-CO2传感器pH计算.md","分光光度法深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-2-电荷平衡方程式.md","溶液化学"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-2-电荷平衡方程式.md","溶液电中性"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-2-电荷平衡方程式.md","电荷平衡深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-2-电荷平衡方程式.md","溶液化学深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-3-CO2浓度计算.md","CO2平衡"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-3-CO2浓度计算.md","浓度计算"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-3-CO2浓度计算.md","多平衡体系"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-3-CO2浓度计算.md","近似计算"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-3-CO2浓度计算.md","多平衡体系深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-3-CO2浓度计算.md","CO₂平衡深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-硫磷化锂电池材料.md","球磨反应"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-硫磷化锂电池材料.md","固态化学"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-硫磷化锂电池材料.md","全固态电池"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-硫磷化锂电池材料.md","化学式推断深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-2-硫磷化锂电池材料.md","固态化学深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-1-超氧离子分子轨道.md","光谱"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-1-超氧离子分子轨道.md","反应活性"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-1-超氧离子分子轨道.md","氧化学深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-2-超氧化物晶体结构.md","点阵理论"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-2-超氧化物晶体结构.md","点阵理论深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-3-LiO2晶胞参数计算.md","正交晶系"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-3-LiO2晶胞参数计算.md","原子间距离"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-3-LiO2晶胞参数计算.md","晶胞体积"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-3-LiO2晶胞参数计算.md","晶胞参数深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-3-LiO2晶胞参数计算.md","晶体密度深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-4-Cs过氧超氧化合物.md","过氧化物"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-4-Cs过氧超氧化合物.md","电荷有序"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-4-Cs过氧超氧化合物.md","O-O键长"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-4-Cs过氧超氧化合物.md","过氧化物深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-4-Cs过氧超氧化合物.md","超氧化物深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-化合物杂化轨道.md","分子几何"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-3-化合物杂化轨道.md","孤对电子"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-4-1-Al标准摩尔熵.md","熔化焓"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-4-1-Al标准摩尔熵.md","气化焓"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-4-1-Al标准摩尔熵.md","热力学深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-4-1-Al标准摩尔熵.md","熵变计算深化"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-4-2-Al燃烧最高温度.md","最高温度"
"04-题库","04-题库/真题/第34届决赛/理论/题-34决理-1-4-2-Al燃烧最高温度.md","多相反应"
